id,item,gold,groups12,groups21,corrected
PPS-DEV-15,v12,1,0,1,True
PPS-DEV-15,v16,0,0,1,False
PPS-DEV-15,v19,0,0,1,False
PPS-DEV-16,v8,0,1,0,True
PPS-DEV-16,v10,0,0,1,False
PPS-DEV-16,v11,0,0,1,False
PPS-DEV-16,v12,0,0,1,False
PPS-DEV-16,v14,0,1,0,True
PPS-DEV-16,v16,0,0,1,False
PPS-DEV-16,v18,0,0,1,False
PPS-DEV-17,v4,0,0,1,False
PPS-DEV-17,v11,0,0,1,False
PPS-DEV-17,v16,0,0,1,False
PPS-DEV-17,v18,0,1,0,True
PPS-DEV-17,v23,0,0,1,False
PPS-DEV-18,v11,0,0,1,False
PPS-DEV-19,v5,0,0,1,False
PPS-DEV-19,v6,0,0,1,False
PPS-DEV-19,v10,0,0,1,False
PPS-DEV-19,v11,0,0,1,False
PPS-DEV-19,v16,0,0,1,False
PPS-DEV-21,v11,0,0,1,False
PPS-DEV-22,v6,0,0,1,False
PPS-DEV-22,v9,0,0,1,False
PPS-DEV-22,v11,0,0,1,False
PPS-DEV-22,v16,0,0,1,False
PPS-DEV-22,v23,0,1,0,True
PPS-DEV-23,v4,0,0,1,False
PPS-DEV-23,v6,0,0,1,False
PPS-DEV-23,v11,0,0,1,False
PPS-DEV-23,v12,0,0,1,False
PPS-DEV-23,v13,0,0,1,False
PPS-DEV-23,v16,0,0,1,False
PPS-DEV-23,v18,0,0,1,False
PPS-DEV-24,v11,0,0,1,False
PPS-DEV-24,v16,0,0,1,False
PPS-DEV-25,v4,0,0,1,False
PPS-DEV-25,v11,0,0,1,False
PPS-DEV-25,v23,0,0,1,False
PPS-DEV-26,v11,0,0,1,False
PPS-DEV-26,v18,0,0,1,False
PPS-DEV-26,v23,0,1,0,True
PPS-DEV-27,v6,0,0,1,False
PPS-DEV-27,v8,0,1,0,True
PPS-DEV-27,v11,0,0,1,False
PPS-DEV-27,v16,0,0,1,False
PPS-DEV-28,v4,0,0,1,False
PPS-DEV-28,v11,0,0,1,False
PPS-DEV-29,v11,0,0,1,False
PPS-DEV-30,v11,0,0,1,False
PPS-DEV-31,v6,0,0,1,False
PPS-DEV-31,v16,0,0,1,False
PPS-DEV-31,v23,0,0,1,False
PPS-DEV-32,v6,0,0,1,False
PPS-DEV-32,v11,0,0,1,False
PPS-DEV-32,v16,0,0,1,False
PPS-DEV-32,v23,0,1,0,True
PPS-DEV-033,v11,0,0,1,False
PPS-DEV-033,v23,0,0,1,False
PPS-DEV-034,v11,0,0,1,False
PPS-DEV-035,v7,0,0,1,False
PPS-DEV-035,v9,0,1,0,True
PPS-DEV-035,v10,0,0,1,False
PPS-DEV-035,v12,0,0,1,False
PPS-DEV-035,v13,0,0,1,False
PPS-DEV-035,v17,1,0,1,True
PPS-DEV-035,v23,0,0,1,False
PPS-DEV-036,v6,0,0,1,False
PPS-DEV-036,v8,0,1,0,True
PPS-DEV-036,v16,0,0,1,False
PPS-DEV-036,v18,0,0,1,False
PPS-DEV-036,v23,0,1,0,True
PPS-DEV-037,v9,0,1,0,True
PPS-DEV-037,v11,0,0,1,False
PPS-DEV-037,v16,1,0,1,True
PPS-DEV-038,v11,0,0,1,False
PPS-DEV-038,v23,0,0,1,False
PPS-DEV-039,v6,0,0,1,False
PPS-DEV-039,v7,1,0,1,True
PPS-DEV-039,v11,0,0,1,False
PPS-DEV-039,v16,0,0,1,False
PPS-DEV-040,v6,0,0,1,False
PPS-DEV-040,v11,0,0,1,False
PPS-DEV-040,v14,0,0,1,False
PPS-DEV-040,v16,0,0,1,False
PPS-DEV-040,v17,0,1,0,True
PPS-DEV-041,v6,0,0,1,False
PPS-DEV-041,v8,0,1,0,True
PPS-DEV-041,v11,0,0,1,False
PPS-DEV-041,v14,0,1,0,True
PPS-DEV-041,v16,0,0,1,False
PPS-DEV-041,v17,0,1,0,True
PPS-DEV-041,v23,0,1,0,True
PPS-DEV-042,v4,1,0,1,True
PPS-DEV-043,v7,0,0,1,False
PPS-DEV-043,v11,0,0,1,False
PPS-DEV-043,v15,0,1,0,True
PPS-DEV-043,v18,1,0,1,True
PPS-DEV-044,v11,0,0,1,False
PPS-DEV-044,v16,0,0,1,False
PPS-DEV-044,v23,0,1,0,True
PPS-DEV-044,v24,0,1,0,True
PPS-DEV-045,v5,1,1,0,False
PPS-DEV-045,v7,0,0,1,False
PPS-DEV-045,v11,0,0,1,False
PPS-DEV-045,v16,0,0,1,False
PPS-DEV-046,v1,1,1,0,False
PPS-DEV-046,v6,0,0,1,False
PPS-DEV-046,v10,0,0,1,False
PPS-DEV-046,v11,0,0,1,False
PPS-DEV-046,v12,0,0,1,False
PPS-DEV-046,v16,0,0,1,False
PPS-DEV-047,v6,0,0,1,False
PPS-DEV-047,v7,0,0,1,False
PPS-DEV-047,v11,0,0,1,False
PPS-DEV-047,v13,0,0,1,False
PPS-DEV-047,v16,0,0,1,False
PPS-DEV-047,v18,0,0,1,False
PPS-DEV-048,v4,0,0,1,False
PPS-DEV-048,v11,0,0,1,False
PPS-DEV-048,v12,0,0,1,False
PPS-DEV-048,v17,0,0,1,False
PPS-DEV-049,v4,0,0,1,False
PPS-DEV-049,v6,0,0,1,False
PPS-DEV-049,v7,0,0,1,False
PPS-DEV-049,v12,1,0,1,True
PPS-DEV-049,v17,0,0,1,False
PPS-DEV-050,v5,0,1,0,True
PPS-DEV-050,v6,0,0,1,False
PPS-DEV-050,v8,0,1,0,True
PPS-DEV-050,v10,0,0,1,False
PPS-DEV-050,v11,0,0,1,False
PPS-DEV-050,v12,0,0,1,False
PPS-DEV-050,v13,0,0,1,False
PPS-DEV-050,v15,0,0,1,False
PPS-DEV-050,v16,0,0,1,False
PPS-DEV-050,v17,0,1,0,True
PPS-DEV-050,v24,0,0,1,False
PPS-DEV-051,v1,0,0,1,False
PPS-DEV-051,v6,0,0,1,False
PPS-DEV-051,v9,1,0,1,True
PPS-DEV-051,v10,0,0,1,False
PPS-DEV-051,v11,0,0,1,False
PPS-DEV-051,v16,0,0,1,False
PPS-DEV-051,v18,0,0,1,False
PPS-DEV-051,v19,0,0,1,False
PPS-DEV-052,v6,0,0,1,False
PPS-DEV-052,v7,0,0,1,False
PPS-DEV-052,v11,0,0,1,False
PPS-DEV-052,v12,0,0,1,False
PPS-DEV-052,v16,0,0,1,False
PPS-DEV-052,v17,0,1,0,True
PPS-DEV-052,v19,0,0,1,False
PPS-DEV-052,v24,0,1,0,True
PPS-DEV-053,v4,1,0,1,True
PPS-DEV-053,v12,1,0,1,True
PPS-DEV-053,v23,0,1,0,True
PPS-DEV-054,v4,0,0,1,False
PPS-DEV-054,v7,1,0,1,True
PPS-DEV-054,v11,0,0,1,False
PPS-DEV-054,v12,1,0,1,True
PPS-DEV-054,v14,1,1,0,False
PPS-DEV-055,v11,0,0,1,False
PPS-DEV-055,v16,0,0,1,False
PPS-DEV-055,v23,0,1,0,True
PPS-DEV-056,v10,0,0,1,False
PPS-DEV-056,v11,0,0,1,False
PPS-DEV-056,v12,1,0,1,True
PPS-DEV-057,v11,0,0,1,False
PPS-DEV-057,v12,1,0,1,True
PPS-DEV-057,v13,0,0,1,False
PPS-DEV-057,v14,1,1,0,False
PPS-DEV-057,v15,0,1,0,True
PPS-DEV-057,v17,0,0,1,False
PPS-DEV-058,v11,0,0,1,False
PPS-DEV-058,v18,0,1,0,True
PPS-DEV-059,v1,0,1,0,True
PPS-DEV-059,v6,0,0,1,False
PPS-DEV-059,v10,0,0,1,False
PPS-DEV-059,v11,0,0,1,False
PPS-DEV-059,v16,0,0,1,False
PPS-DEV-059,v17,0,0,1,False
PPS-DEV-060,v10,0,1,0,True
PPS-DEV-060,v11,1,0,1,True
PPS-DEV-060,v12,0,0,1,False
PPS-DEV-060,v13,0,0,1,False
PPS-DEV-060,v14,0,0,1,False
PPS-DEV-060,v15,0,0,1,False
PPS-DEV-061,v1,0,0,1,False
PPS-DEV-061,v6,1,0,1,True
PPS-DEV-061,v7,0,0,1,False
PPS-DEV-061,v10,1,0,1,True
PPS-DEV-061,v11,1,0,1,True
PPS-DEV-061,v13,0,0,1,False
PPS-DEV-061,v16,0,0,1,False
PPS-DEV-061,v23,0,1,0,True
PPS-DEV-062,v11,1,0,1,True
PPS-DEV-062,v16,0,0,1,False
PPS-DEV-062,v17,0,1,0,True
PPS-DEV-063,v7,1,0,1,True
PPS-DEV-063,v8,0,1,0,True
PPS-DEV-063,v10,0,0,1,False
PPS-DEV-063,v11,1,0,1,True
PPS-DEV-063,v12,0,0,1,False
PPS-DEV-063,v16,0,0,1,False
PPS-DEV-063,v23,0,1,0,True
PPS-DEV-064,v11,1,0,1,True
PPS-DEV-064,v19,0,0,1,False
PPS-DEV-064,v23,0,1,0,True
PPS-DEV-065,v11,0,0,1,False
PPS-DEV-065,v17,0,0,1,False
PPS-DEV-066,v5,0,0,1,False
PPS-DEV-066,v7,0,0,1,False
PPS-DEV-066,v11,0,0,1,False
PPS-DEV-066,v16,1,0,1,True
PPS-DEV-066,v18,0,0,1,False
PPS-DEV-067,v6,0,0,1,False
PPS-DEV-067,v11,0,0,1,False
PPS-DEV-067,v16,1,0,1,True
PPS-DEV-068,v11,0,0,1,False
PPS-DEV-068,v17,0,0,1,False
PPS-DEV-068,v20,0,0,1,False
PPS-DEV-069,v11,0,0,1,False
PPS-DEV-069,v16,0,0,1,False
PPS-DEV-070,v5,0,1,0,True
PPS-DEV-070,v7,0,0,1,False
PPS-DEV-071,v1,0,0,1,False
PPS-DEV-071,v5,0,0,1,False
PPS-DEV-071,v7,0,0,1,False
PPS-DEV-071,v10,0,0,1,False
PPS-DEV-071,v11,0,0,1,False
PPS-DEV-071,v12,0,0,1,False
PPS-DEV-071,v13,0,0,1,False
PPS-DEV-071,v16,0,1,0,True
PPS-DEV-071,v17,0,0,1,False
PPS-DEV-071,v18,0,0,1,False
PPS-DEV-071,v23,0,1,0,True
PPS-DEV-072,v6,1,0,1,True
PPS-DEV-072,v7,1,0,1,True
PPS-DEV-072,v11,0,0,1,False
PPS-DEV-072,v16,0,0,1,False
PPS-DEV-074,v11,0,0,1,False
PPS-DEV-074,v12,0,0,1,False
PPS-DEV-074,v16,0,0,1,False
PPS-DEV-075,v11,0,0,1,False
PPS-DEV-075,v12,0,0,1,False
PPS-DEV-075,v16,0,0,1,False
PPS-DEV-076,v6,0,1,0,True
PPS-DEV-076,v11,0,0,1,False
PPS-DEV-076,v12,0,0,1,False
PPS-DEV-077,v6,0,0,1,False
PPS-DEV-077,v11,0,0,1,False
PPS-DEV-077,v12,0,0,1,False
PPS-DEV-077,v23,0,0,1,False
PPS-DEV-078,v10,0,1,0,True
PPS-DEV-078,v11,0,0,1,False
PPS-DEV-078,v12,0,0,1,False
PPS-DEV-078,v14,0,1,0,True
PPS-DEV-079,v1,0,1,0,True
PPS-DEV-079,v5,0,0,1,False
PPS-DEV-079,v7,0,0,1,False
PPS-DEV-079,v10,0,0,1,False
PPS-DEV-079,v11,0,0,1,False
PPS-DEV-079,v12,0,0,1,False
PPS-DEV-079,v16,0,0,1,False
PPS-DEV-080,v11,0,0,1,False
PPS-DEV-080,v16,0,0,1,False
PPS-DEV-080,v20,0,1,0,True
PPS-DEV-081,v16,0,0,1,False
PPS-DEV-082,v11,0,0,1,False
PPS-DEV-082,v18,0,1,0,True
PPS-DEV-083,v7,0,0,1,False
PPS-DEV-083,v11,0,0,1,False
PPS-DEV-084,v6,0,0,1,False
PPS-DEV-084,v10,0,0,1,False
PPS-DEV-084,v11,0,0,1,False
PPS-DEV-084,v13,0,0,1,False
PPS-DEV-084,v16,0,0,1,False
PPS-DEV-085,v11,0,0,1,False
PPS-DEV-085,v16,0,0,1,False
PPS-DEV-086,v13,0,0,1,False
PPS-DEV-086,v16,0,0,1,False
PPS-DEV-086,v18,0,0,1,False
PPS-DEV-087,v11,0,0,1,False
PPS-DEV-087,v16,0,0,1,False
PPS-DEV-087,v23,0,1,0,True
PPS-DEV-088,v6,0,0,1,False
PPS-DEV-088,v10,0,0,1,False
PPS-DEV-088,v11,0,0,1,False
PPS-DEV-088,v12,0,0,1,False
PPS-DEV-088,v13,0,0,1,False
PPS-DEV-088,v16,0,0,1,False
PPS-DEV-088,v18,0,0,1,False
PPS-DEV-088,v19,0,0,1,False
PPS-DEV-088,v20,0,1,0,True
PPS-DEV-088,v24,0,1,0,True
PPS-DEV-089,v6,0,0,1,False
PPS-DEV-089,v11,0,0,1,False
PPS-DEV-089,v16,0,0,1,False
PPS-DEV-089,v23,0,1,0,True
PPS-DEV-090,v11,0,0,1,False
PPS-DEV-090,v23,0,1,0,True
PPS-DEV-091,v11,0,0,1,False
PPS-DEV-091,v16,0,0,1,False
PPS-DEV-091,v18,0,0,1,False
PPS-DEV-092,v6,0,0,1,False
PPS-DEV-092,v11,0,0,1,False
PPS-DEV-093,v11,0,0,1,False
PPS-DEV-093,v12,0,0,1,False
PPS-DEV-093,v13,0,0,1,False
PPS-DEV-093,v16,0,0,1,False
PPS-DEV-093,v23,0,1,0,True
PPS-DEV-094,v10,0,0,1,False
PPS-DEV-094,v11,0,0,1,False
PPS-DEV-094,v13,0,0,1,False
PPS-DEV-094,v14,0,1,0,True
PPS-DEV-094,v16,0,0,1,False
PPS-DEV-094,v17,0,0,1,False
PPS-DEV-095,v10,0,0,1,False
PPS-DEV-095,v11,0,0,1,False
PPS-DEV-095,v23,0,0,1,False
PPS-DEV-096,v9,0,0,1,False
PPS-DEV-096,v11,0,0,1,False
PPS-DEV-096,v15,0,1,0,True
PPS-DEV-096,v18,0,0,1,False
PPS-DEV-097,v11,0,0,1,False
PPS-DEV-097,v16,0,0,1,False
PPS-DEV-097,v24,0,1,0,True
PPS-DEV-098,v10,0,0,1,False
PPS-DEV-098,v11,0,0,1,False
PPS-DEV-098,v16,0,0,1,False
PPS-DEV-099,v11,0,0,1,False
PPS-DEV-099,v18,0,1,0,True
PPS-DEV-099,v23,0,0,1,False
PPS-DEV-100,v10,0,0,1,False
PPS-DEV-100,v11,0,0,1,False
PPS-DEV-100,v13,0,0,1,False
PPS-DEV-100,v23,0,1,0,True
PPS-DEV-101,v6,0,0,1,False
PPS-DEV-101,v8,0,1,0,True
PPS-DEV-101,v11,0,0,1,False
PPS-DEV-101,v23,0,1,0,True
PPS-DEV-102,v10,0,0,1,False
PPS-DEV-102,v11,0,0,1,False
PPS-DEV-102,v16,0,0,1,False
PPS-DEV-102,v23,0,1,0,True
PPS-DEV-103,v4,0,0,1,False
PPS-DEV-103,v10,0,1,0,True
PPS-DEV-103,v11,0,0,1,False
PPS-DEV-103,v12,0,0,1,False
PPS-DEV-103,v14,0,1,0,True
PPS-DEV-103,v16,0,0,1,False
PPS-DEV-104,v11,0,0,1,False
PPS-DEV-104,v23,0,1,0,True
PPS-DEV-105,v11,0,0,1,False
PPS-DEV-106,v16,0,0,1,False
PPS-DEV-107,v6,0,0,1,False
PPS-DEV-107,v11,0,0,1,False
PPS-DEV-107,v16,0,0,1,False
PPS-DEV-108,v8,0,1,0,True
PPS-DEV-108,v11,0,0,1,False
PPS-DEV-108,v16,0,0,1,False
PPS-DEV-108,v23,0,1,0,True
PPS-DEV-109,v4,0,0,1,False
PPS-DEV-109,v16,0,0,1,False
PPS-DEV-109,v18,0,1,0,True
PPS-DEV-110,v11,0,0,1,False
PPS-DEV-110,v12,0,0,1,False
PPS-DEV-110,v16,0,0,1,False
PPS-DEV-110,v19,0,0,1,False
PPS-DEV-111,v6,0,0,1,False
PPS-DEV-111,v11,0,0,1,False
PPS-DEV-111,v16,0,0,1,False
PPS-DEV-112,v4,0,0,1,False
PPS-DEV-112,v11,0,0,1,False
PPS-DEV-112,v13,0,0,1,False
PPS-DEV-112,v14,0,1,0,True
PPS-DEV-112,v17,0,1,0,True
PPS-DEV-112,v18,0,1,0,True
PPS-DEV-113,v6,0,0,1,False
PPS-DEV-113,v11,0,0,1,False
PPS-DEV-113,v16,0,0,1,False
PPS-DEV-113,v18,0,0,1,False
PPS-DEV-114,v11,0,0,1,False
PPS-DEV-114,v23,0,1,0,True
PPS-DEV-115,v11,0,0,1,False
PPS-DEV-115,v16,0,0,1,False
PPS-DEV-116,v6,0,0,1,False
PPS-DEV-116,v11,0,0,1,False
PPS-DEV-116,v23,0,1,0,True
PPS-DEV-117,v11,0,0,1,False
PPS-DEV-117,v12,0,0,1,False
PPS-DEV-117,v16,0,0,1,False
PPS-DEV-117,v18,0,0,1,False
PPS-DEV-117,v23,0,1,0,True
PPS-DEV-118,v11,0,0,1,False
PPS-DEV-118,v16,0,0,1,False
PPS-DEV-118,v18,0,0,1,False
PPS-DEV-119,v6,0,1,0,True
PPS-DEV-119,v18,0,1,0,True
PPS-DEV-120,v11,0,0,1,False
PPS-DEV-121,v4,0,0,1,False
PPS-DEV-121,v6,0,0,1,False
PPS-DEV-121,v11,0,0,1,False
PPS-DEV-121,v16,0,0,1,False
PPS-DEV-121,v23,0,1,0,True
PPS-DEV-122,v6,0,0,1,False
PPS-DEV-122,v7,0,0,1,False
PPS-DEV-122,v10,0,0,1,False
PPS-DEV-122,v11,0,0,1,False
PPS-DEV-122,v16,0,0,1,False
PPS-DEV-122,v18,0,0,1,False
PPS-DEV-123,v4,0,0,1,False
PPS-DEV-123,v16,0,0,1,False
PPS-DEV-123,v18,0,1,0,True
PPS-DEV-124,v11,0,0,1,False
PPS-DEV-125,v4,0,0,1,False
PPS-DEV-125,v11,0,0,1,False
PPS-DEV-125,v13,0,0,1,False
PPS-DEV-125,v16,0,0,1,False
PPS-DEV-126,v6,0,0,1,False
PPS-DEV-126,v10,0,0,1,False
PPS-DEV-126,v11,0,0,1,False
PPS-DEV-126,v23,0,0,1,False
PPS-DEV-127,v16,0,0,1,False
PPS-DEV-128,v5,0,0,1,False
PPS-DEV-128,v11,0,0,1,False
PPS-DEV-128,v16,0,0,1,False
PPS-DEV-128,v17,0,0,1,False
PPS-DEV-128,v19,0,0,1,False
PPS-DEV-129,v4,0,0,1,False
PPS-DEV-129,v11,0,0,1,False
PPS-DEV-129,v23,0,1,0,True
PPS-DEV-130,v5,0,0,1,False
PPS-DEV-130,v7,0,0,1,False
PPS-DEV-130,v10,0,0,1,False
PPS-DEV-130,v11,0,0,1,False
PPS-DEV-130,v16,0,0,1,False
PPS-DEV-130,v23,0,1,0,True
PPS-DEV-131,v11,0,0,1,False
PPS-DEV-132,v6,0,0,1,False
PPS-DEV-132,v11,0,0,1,False
PPS-DEV-132,v16,0,0,1,False
PPS-DEV-133,v11,0,0,1,False
PPS-DEV-133,v16,0,0,1,False
PPS-DEV-133,v18,0,1,0,True
PPS-DEV-134,v6,0,0,1,False
PPS-DEV-134,v11,0,0,1,False
PPS-DEV-134,v20,1,1,0,False
PPS-DEV-135,v11,0,0,1,False
PPS-DEV-135,v16,0,0,1,False
PPS-DEV-135,v18,0,0,1,False
PPS-DEV-136,v11,0,0,1,False
PPS-DEV-136,v16,0,0,1,False
PPS-DEV-137,v6,0,0,1,False
PPS-DEV-137,v11,0,0,1,False
PPS-DEV-138,v11,0,0,1,False
PPS-DEV-138,v16,0,0,1,False
PPS-DEV-139,v6,0,0,1,False
PPS-DEV-139,v11,0,0,1,False
PPS-DEV-139,v16,0,0,1,False
PPS-DEV-139,v23,1,1,0,False
PPS-DEV-140,v11,0,0,1,False
PPS-DEV-140,v14,0,1,0,True
PPS-DEV-141,v4,0,0,1,False
PPS-DEV-141,v11,0,0,1,False
PPS-DEV-141,v16,0,0,1,False
PPS-DEV-142,v10,0,0,1,False
PPS-DEV-142,v11,0,0,1,False
PPS-DEV-142,v13,0,0,1,False
PPS-DEV-142,v17,0,1,0,True
PPS-DEV-143,v6,0,0,1,False
PPS-DEV-143,v10,0,1,0,True
PPS-DEV-143,v11,0,0,1,False
PPS-DEV-143,v12,0,0,1,False
PPS-DEV-143,v14,0,1,0,True
PPS-DEV-143,v16,0,0,1,False
PPS-DEV-143,v17,0,1,0,True
PPS-DEV-144,v10,0,0,1,False
PPS-DEV-144,v11,0,0,1,False
PPS-DEV-144,v12,0,0,1,False
PPS-DEV-145,v4,0,0,1,False
PPS-DEV-145,v10,0,1,0,True
PPS-DEV-145,v11,0,0,1,False
PPS-DEV-145,v12,0,0,1,False
PPS-DEV-145,v14,0,0,1,False
PPS-DEV-145,v23,0,1,0,True
PPS-DEV-146,v10,0,0,1,False
PPS-DEV-146,v11,0,0,1,False
PPS-DEV-146,v12,0,0,1,False
PPS-DEV-146,v16,0,0,1,False
PPS-DEV-147,v4,0,0,1,False
PPS-DEV-147,v6,0,0,1,False
PPS-DEV-147,v11,0,0,1,False
PPS-DEV-147,v12,0,0,1,False
PPS-DEV-147,v23,0,1,0,True
PPS-DEV-148,v11,0,0,1,False
PPS-DEV-148,v12,0,0,1,False
PPS-DEV-148,v16,0,0,1,False
PPS-DEV-148,v18,0,0,1,False
PPS-DEV-148,v19,0,0,1,False
PPS-DEV-149,v6,0,0,1,False
PPS-DEV-149,v11,0,0,1,False
PPS-DEV-149,v16,0,0,1,False
PPS-DEV-150,v10,0,0,1,False
PPS-DEV-150,v11,0,0,1,False
PPS-DEV-150,v13,0,0,1,False
PPS-DEV-150,v14,0,1,0,True
PPS-DEV-150,v18,0,0,1,False
PPS-DEV-150,v23,0,0,1,False
PPS-DEV-151,v11,0,0,1,False
PPS-DEV-151,v16,0,0,1,False
PPS-DEV-152,v5,0,1,0,True
PPS-DEV-152,v10,0,0,1,False
PPS-DEV-152,v11,0,0,1,False
PPS-DEV-152,v12,0,0,1,False
PPS-DEV-153,v11,0,0,1,False
PPS-DEV-153,v18,0,0,1,False
PPS-DEV-154,v11,0,0,1,False
PPS-DEV-155,v11,0,0,1,False
PPS-DEV-155,v12,0,0,1,False
PPS-DEV-155,v16,0,0,1,False
PPS-DEV-156,v16,0,0,1,False
PPS-DEV-156,v19,0,0,1,False
PPS-DEV-156,v23,0,1,0,True
PPS-DEV-157,v16,0,1,0,True
PPS-DEV-158,v9,0,1,0,True
PPS-DEV-158,v11,0,0,1,False
PPS-DEV-158,v16,0,0,1,False
PPS-DEV-158,v17,0,1,0,True
PPS-DEV-158,v18,0,1,0,True
PPS-DEV-159,v11,0,0,1,False
PPS-DEV-160,v9,0,1,0,True
PPS-DEV-160,v11,0,0,1,False
PPS-DEV-160,v12,0,0,1,False
PPS-DEV-160,v16,0,0,1,False
PPS-DEV-161,v11,0,0,1,False
PPS-DEV-161,v16,0,0,1,False
PPS-DEV-162,v9,0,1,0,True
PPS-DEV-162,v16,0,0,1,False
PPS-DEV-162,v23,0,1,0,True
PPS-DEV-163,v10,0,0,1,False
PPS-DEV-163,v16,0,0,1,False
PPS-DEV-164,v10,0,0,1,False
PPS-DEV-164,v11,0,0,1,False
PPS-DEV-164,v16,0,0,1,False
PPS-DEV-164,v23,0,1,0,True
PPS-DEV-165,v8,0,1,0,True
PPS-DEV-165,v11,0,0,1,False
PPS-DEV-166,v11,0,0,1,False
PPS-DEV-166,v16,0,0,1,False
PPS-DEV-166,v23,0,1,0,True
PPS-DEV-167,v11,0,0,1,False
PPS-DEV-167,v16,0,0,1,False
PPS-DEV-168,v9,0,0,1,False
PPS-DEV-168,v10,0,0,1,False
PPS-DEV-168,v11,0,0,1,False
PPS-DEV-168,v16,0,0,1,False
PPS-DEV-168,v23,0,1,0,True
PPS-DEV-169,v4,0,0,1,False
PPS-DEV-169,v10,0,1,0,True
PPS-DEV-169,v11,0,0,1,False
PPS-DEV-169,v16,0,0,1,False
PPS-DEV-169,v23,0,1,0,True
PPS-DEV-170,v6,0,0,1,False
PPS-DEV-170,v10,0,0,1,False
PPS-DEV-170,v11,0,0,1,False
PPS-DEV-170,v16,0,0,1,False
PPS-DEV-171,v10,0,0,1,False
PPS-DEV-171,v11,0,0,1,False
PPS-DEV-171,v12,0,0,1,False
PPS-DEV-171,v16,0,0,1,False
PPS-DEV-172,v11,0,0,1,False
PPS-DEV-172,v16,0,0,1,False
PPS-DEV-172,v17,0,1,0,True
PPS-DEV-173,v11,0,0,1,False
PPS-DEV-173,v16,0,0,1,False
PPS-DEV-173,v17,0,1,0,True
PPS-DEV-173,v18,0,1,0,True
PPS-DEV-174,v11,0,0,1,False
PPS-DEV-175,v4,0,0,1,False
PPS-DEV-175,v8,0,0,1,False
PPS-DEV-175,v11,0,0,1,False
PPS-DEV-175,v16,0,0,1,False
PPS-DEV-176,v1,0,0,1,False
PPS-DEV-176,v10,0,0,1,False
PPS-DEV-176,v11,0,0,1,False
PPS-DEV-176,v12,0,0,1,False
PPS-DEV-176,v23,0,0,1,False
PPS-DEV-177,v6,0,0,1,False
PPS-DEV-177,v12,0,0,1,False
PPS-DEV-178,v6,0,0,1,False
PPS-DEV-178,v10,0,0,1,False
PPS-DEV-179,v11,0,0,1,False
PPS-DEV-179,v12,0,0,1,False
PPS-DEV-179,v23,0,1,0,True
PPS-DEV-180,v11,0,0,1,False
PPS-DEV-180,v15,0,0,1,False
PPS-DEV-180,v19,0,1,0,True
PPS-DEV-181,v11,0,0,1,False
PPS-DEV-181,v16,0,0,1,False
PPS-DEV-182,v11,0,0,1,False
PPS-DEV-182,v13,0,0,1,False
PPS-DEV-183,v11,0,0,1,False
PPS-DEV-183,v14,0,0,1,False
PPS-DEV-183,v16,0,0,1,False
PPS-DEV-184,v11,0,0,1,False
PPS-DEV-184,v13,0,0,1,False
PPS-DEV-184,v14,0,1,0,True
PPS-DEV-184,v16,0,0,1,False
PPS-DEV-184,v19,0,0,1,False
PPS-DEV-185,v6,0,0,1,False
