id,item,name,error,gold,prediction,gold_evidence,predicted_evidence
PPS-DEV-053,v3,실적제한 1배수 이상,FN,1,0,④ 입찰공고일 기준 최근 3년 이내에 단일건으로 1억 원 이상 [수요기관(공공기관)]에서 발주한 유사사업 및 동등이상 관련 사업 등을 실적이 있는 업체(하도급 제외) ※ 실적증명이 가능하고 공고일 현재 용역이 완료된 것,
PPS-DEV-059,v3,실적제한 1배수 이상,FN,1,0,"◦ 공고일 기준 최근 3년 이내 공공기관(국가,지자체,공기업 포함) 통근버스 운행 실적이 2억원 이상 있는 업체만 참가 자격이 있습니다.",
PPS-DEV-069,v3,실적제한 1배수 이상,FP,0,1,,최근 10년 이내 동종업종 실적 5천만원 이상 보유한 업체
PPS-DEV-071,v3,실적제한 1배수 이상,FN,1,0,• 공고일 전일 기준 최근 10년 이내 국가 및 지자체 등 공공기관 또는 민간단체에서 발주하여 완료된 단일 행사 기준 5억원 이상 실적이 있는 업체이어야 합니다.,
PPS-DEV-175,v3,실적제한 1배수 이상,FP,0,1,,
PPS-DEV-06,v4,"고시금액 이상 특정기관, 특정실적",FN,1,0,다. 최근 5년간 국가기관이 발주한 국제회의 개최 대행 용역의 이행실적이 4억원 이상인 업체,
PPS-DEV-042,v4,"고시금액 이상 특정기관, 특정실적",FN,1,0,,
PPS-DEV-053,v4,"고시금액 이상 특정기관, 특정실적",FN,1,0,④ 입찰공고일 기준 최근 3년 이내에 단일건으로 1억 원 이상 [수요기관(공공기관)]에서 발주한 유사사업 및 동등이상 관련 사업 등을 실적이 있는 업체(하도급 제외) ※ 실적증명이 가능하고 공고일 현재 용역이 완료된 것,
PPS-DEV-059,v4,"고시금액 이상 특정기관, 특정실적",FN,1,0,"◦ 공고일 기준 최근 3년 이내 공공기관(국가,지자체,공기업 포함) 통근버스 운행 실적이 2억원 이상 있는 업체만 참가 자격이 있습니다.",
PPS-DEV-07,v5,고시금액 이상 지역제한,FN,1,0,마. 본사(주된 영업소)의 소재지가 서울특별시에 있는 업체,
PPS-DEV-09,v5,고시금액 이상 지역제한,FP,0,1,,"주된 영업소(본사 소재지를 말함)가 입찰공고일 현재 광주광역시, 전라남도의 관할구역 안에 있어야 합니다."
PPS-DEV-10,v5,고시금액 이상 지역제한,FP,0,1,,
PPS-DEV-039,v5,고시금액 이상 지역제한,FP,0,1,,⑤ 입찰공고일 전날부터 입찰일까지(낙찰자는 계약체결일까지) 주된 영업소의 소재지[법원등기부 상 본점소재지(개인사업자인 경우 사업자등록증 또는 관련 법령에 따른 허가·인가·면허·등록·신고 등에 관련서류에 기재된 사업장의 소재지)]가 경기도 또는 서울특별시인 업체
PPS-DEV-046,v5,고시금액 이상 지역제한,FN,1,0,,
PPS-DEV-049,v5,고시금액 이상 지역제한,FN,1,0,,
PPS-DEV-057,v5,고시금액 이상 지역제한,FN,1,0,,
PPS-DEV-066,v5,고시금액 이상 지역제한,FP,0,1,,"제한입찰(지역제한: 여주, 양평)"
PPS-DEV-077,v5,고시금액 이상 지역제한,FP,0,1,,낙찰자는 계약체결일까지 주된 영업소의 소재지를 강원특별자치도 내에 둔 사업자로 제한하며
PPS-DEV-08,v6,"고시금액 미만 지역제한 시,군,구",FN,1,0,라. 입찰공고일 전일부터 계약체결일까지 주된 영업소가 서울특별시 [지역:r1|단위=기초|광역=서울특별시] 내에 소재하고 있는 업체이어야 합니다.,
PPS-DEV-10,v6,"고시금액 미만 지역제한 시,군,구",FP,0,1,,
PPS-DEV-061,v6,"고시금액 미만 지역제한 시,군,구",FN,1,0,,
PPS-DEV-070,v6,"고시금액 미만 지역제한 시,군,구",FN,1,0,,
PPS-DEV-071,v6,"고시금액 미만 지역제한 시,군,구",FN,1,0,,
PPS-DEV-072,v6,"고시금액 미만 지역제한 시,군,구",FN,1,0,,
PPS-DEV-09,v7,고시금액 미만 지역제한 인접 확대,FN,1,0,"마. 주된 영업소(본사 소재지를 말함)가 입찰공고일 현재 광주광역시, 전라남도의 관할구역 안에 있어야 합니다.",
PPS-DEV-10,v7,고시금액 미만 지역제한 인접 확대,FN,1,0,③ 입찰공고일 전일부터 입찰일(낙찰자는 계약체결일)까지 법인등기부상 본점 소재지(개인사업자인 경우에는 사업자등록증 또는 관련 법령에 따른 허가·인가·면허·등록·신고 등에 관련된 서류에 기재된 사업장의 소재지)를 계속하여 전북특별자치도 또는 충청남도 또는 충청북도에 둔 업체여야 합니다.,
PPS-DEV-039,v7,고시금액 미만 지역제한 인접 확대,FN,1,0,⑤ 입찰공고일 전날부터 입찰일까지(낙찰자는 계약체결일까지) 주된 영업소의 소재지[법원등기부 상 본점소재지(개인사업자인 경우 사업자등록증 또는 관련 법령에 따른 허가·인가·면허·등록·신고 등에 관련서류에 기재된 사업장의 소재지)]가 경기도 또는 서울특별시인 업체,
PPS-DEV-050,v7,고시금액 미만 지역제한 인접 확대,FN,1,0,❍ 공고일 전 일부터 입찰일까지(낙찰자는 계약체결일까지) 전라남도 또는 경상남도에 주된 영업소를 둔 업체,
PPS-DEV-054,v7,고시금액 미만 지역제한 인접 확대,FN,1,0,"가. 입찰공고일 현재「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」제13조 및 같은 법 시행규칙 제14조에 따라 입찰의 참가자격을 갖춘 자로, 입찰공고일 전일부터 계약체결일까지 주된 영업소의 소재지를 경상남도, 부산광역시 내에 둔 사업자로 제한하며, 동법 시행령 제92조(부정당업자의 입찰참가자격 제한) 및 동법 시행규칙 제76조에 해당되지 않은 업체",
PPS-DEV-063,v7,고시금액 미만 지역제한 인접 확대,FN,1,0,마. 입찰공고일 전일부터 입찰일(낙찰자는 계약체결일)까지 주된 영업소(지점 및 대리점 포함)“대구광역시”또는“경상북도”에 둔 업체,
PPS-DEV-08,v8,중복제한 (실적+지역),FP,0,1,,
PPS-DEV-18,v8,중복제한 (실적+지역),FP,0,1,,"다. 「액화석유가스 판매사업(자동차에 고정된 탱크로 충전 가능한 업체)」 또는 「액화석유가스 충전사업」 허가를 받은 업체로서 액화석유가스의 안전관리 사업법 제57조에 따라 ‘가스사고배상책임보험’에 가입한 업체이어야 하고, 「고압가스 안전관리법」 제5조의4에 따라 ‘고압가스 운반자’ 등록을 필한 업체"
PPS-DEV-31,v8,중복제한 (실적+지역),FP,0,1,,
PPS-DEV-048,v8,중복제한 (실적+지역),FN,1,0,,
PPS-DEV-054,v8,중복제한 (실적+지역),FN,1,0,,
PPS-DEV-062,v8,중복제한 (실적+지역),FP,0,1,,"2) 공고일 전일 기준 최근 5년 이내 국가,정부투자기관에서 시행한 단일 건 3억 원(VAT포함) 이상의 축제, 공연 등 문화행사 수행실적이 있어야 합니다."
PPS-DEV-063,v8,중복제한 (실적+지역),FP,0,1,,
PPS-DEV-066,v8,중복제한 (실적+지역),FP,0,1,,
PPS-DEV-071,v8,중복제한 (실적+지역),FN,1,0,,
PPS-DEV-101,v8,중복제한 (실적+지역),FP,0,1,,
PPS-DEV-167,v8,중복제한 (실적+지역),FP,0,1,,
PPS-DEV-175,v8,중복제한 (실적+지역),FP,0,1,,
PPS-DEV-050,v9,과업지시서 특정 모델명 명시,FN,1,0,,
PPS-DEV-051,v9,과업지시서 특정 모델명 명시,FN,1,0,,
PPS-DEV-101,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-104,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-110,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-130,v9,과업지시서 특정 모델명 명시,FP,0,1,,구매내역 팬텀 외 7종(규격서 참조)
PPS-DEV-133,v9,과업지시서 특정 모델명 명시,FP,0,1,,※ 본 규격은 사용 중인 RHEL 사용 권한 및 기술지원에 대한 연간 갱신을 위한 규격으로 업무연속성 및 호환성 확보를 위해 기존과 동일한 제조사의 단일 규격으로 지정
PPS-DEV-148,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-156,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-158,v9,과업지시서 특정 모델명 명시,FP,0,1,,"※ 기술원 전자파표면유속계 보유장비는 RQ-30(오스트리아)장비이며, 연계가능 장비는 동등이상의 장비 필요"
PPS-DEV-13,v10,중기간 경쟁제품 입찰 직생 없음,FN,1,0,,
PPS-DEV-15,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-061,v10,중기간 경쟁제품 입찰 직생 없음,FN,1,0,,
PPS-DEV-062,v10,중기간 경쟁제품 입찰 직생 없음,FN,1,0,,
PPS-DEV-064,v10,중기간 경쟁제품 입찰 직생 없음,FN,1,0,,
PPS-DEV-068,v10,중기간 경쟁제품 입찰 직생 없음,FN,1,0,,
PPS-DEV-069,v10,중기간 경쟁제품 입찰 직생 없음,FN,1,0,,
PPS-DEV-075,v10,중기간 경쟁제품 입찰 직생 없음,FN,1,0,,
PPS-DEV-093,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-14,v11,중기간 경쟁제품 입찰 중소 없음,FN,1,0,,
PPS-DEV-060,v11,중기간 경쟁제품 입찰 중소 없음,FN,1,0,,
PPS-DEV-061,v11,중기간 경쟁제품 입찰 중소 없음,FN,1,0,,
PPS-DEV-062,v11,중기간 경쟁제품 입찰 중소 없음,FN,1,0,,
PPS-DEV-063,v11,중기간 경쟁제품 입찰 중소 없음,FN,1,0,,
PPS-DEV-064,v11,중기간 경쟁제품 입찰 중소 없음,FN,1,0,,
PPS-DEV-049,v12,일반제품 직생 제한,FN,1,0,,
PPS-DEV-053,v12,일반제품 직생 제한,FN,1,0,,
PPS-DEV-054,v12,일반제품 직생 제한,FN,1,0,,
PPS-DEV-056,v12,일반제품 직생 제한,FN,1,0,,
PPS-DEV-057,v12,일반제품 직생 제한,FN,1,0,,
PPS-DEV-063,v12,일반제품 직생 제한,FP,0,1,,"라. 전자입찰서 제출 마감일 전일까지 「중소기업제품 구매촉진 및 판로지원에 관한 법률」 제9조 및 같은 법 시행령 제10조에 의거 해당 물품(시설물경비서비스, 세부품명번호 9212159901)의 직접생산확인증명서를 소지한 업체"
PPS-DEV-086,v12,일반제품 직생 제한,FP,0,1,,
PPS-DEV-093,v12,일반제품 직생 제한,FP,0,1,,
PPS-DEV-100,v12,일반제품 직생 제한,FP,0,1,,
PPS-DEV-191,v12,일반제품 직생 제한,FP,0,1,,
PPS-DEV-193,v12,일반제품 직생 제한,FP,0,1,,"③ 「중소기업제품 구매촉진 및 판로지원에 관한 법률」제9조 및 같은법 시행령 제10조에 의한 직접생산확인증명서[세부품명: 기타행사기획및대행서비스, 세부품명번호: 8014199001]를 소지한 자 이어야 합니다."
PPS-DEV-198,v12,일반제품 직생 제한,FP,0,1,,
PPS-DEV-16,v13,"중기간 경쟁제품 소기업, 소상공인 제한",FN,1,0,"『중소기업제품 구매촉진 및 판로지원에 관한 법률』 제2조에 따른 소기업자로서 중소기업 범위 및 확인에 관한 규정에 따라 발급된 소기업, 소상공인확인서를 소지한 업체이어야 합니다(『소기업·소상공인 확인서』는 중소기업공공구매 종합정보망에서 확인하며, 확인이 되지 않을 경우 입찰 참가 자격이 없습니다.)",
PPS-DEV-069,v13,"중기간 경쟁제품 소기업, 소상공인 제한",FN,1,0,,
PPS-DEV-074,v13,"중기간 경쟁제품 소기업, 소상공인 제한",FN,1,0,,
PPS-DEV-076,v13,"중기간 경쟁제품 소기업, 소상공인 제한",FN,1,0,,
PPS-DEV-077,v13,"중기간 경쟁제품 소기업, 소상공인 제한",FN,1,0,,
PPS-DEV-078,v13,"중기간 경쟁제품 소기업, 소상공인 제한",FN,1,0,,
PPS-DEV-13,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-17,v14,고시금액 이상 일반물품 중소기업 제한,FN,1,0,다. 「중소기업기본법」제2조에 따른 중소기업자 또는 「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서 중소기업확인서를 소지한 업체이어야 합니다.,
PPS-DEV-045,v14,고시금액 이상 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-047,v14,고시금액 이상 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-048,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,「중소기업기본법」제2조에 따른 중·소기업자 또는 「소상공인 보호 및 지원에 관한 법률」 제2조에 따른 소상공인으로서 「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 중ㆍ소기업 또는 소상 공인확인서를 소지한 업체로 다음 각 호의 자격을 모두 갖추어야 함.
PPS-DEV-051,v14,고시금액 이상 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-052,v14,고시금액 이상 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-057,v14,고시금액 이상 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-071,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,「중소기업기본법」 제2조에 따른 중·소기업자 또는 「소상공인 보호 및 지원에 관한 법률」 제2조에 따른 소상공인으로서 중소기업 범위 및 확인에 관한 규정에 따라 발급된 중·소기업 또는 소상공인확인서를 소지한 업체
PPS-DEV-118,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-120,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-155,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-169,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-08,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,나. 「중소기업제품 구매촉진 및 판로지원에 관한 법률 시행령」제2조2에 의한 소기업·소상공인
PPS-DEV-10,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,③ 입찰공고일 전일부터 입찰일(낙찰자는 계약체결일)까지 법인등기부상 본점 소재지(개인사업자인 경우에는 사업자등록증 또는 관련 법령에 따른 허가·인가·면허·등록·신고 등에 관련된 서류에 기재된 사업장의 소재지)를 계속하여 전북특별자치도 또는 충청남도 또는 충청북도에 둔 업체여야 합니다.
PPS-DEV-16,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-26,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-27,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,라. 「중소기업기본법」 제2조에 따른 소기업자 또는 「소상공인 보호 및 지원에 관한 법률」 제2조에 따른 소상공인으로서 「중소기업 범위 및 확인에 관한 규정」 제6조에 따라 발급된 소기업·소상공인확인서*를 소지한 업체
PPS-DEV-034,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,나. 「중소기업제품의 구매촉진 및 판로지원에 관한 법률 시행령」제2조의 2에 따라 소기업 또는 소상공인 확인서를 소지한 업체이어야 합니다.
PPS-DEV-036,v15,1억 이상- 고시금액미만 소기업 제한,FN,1,0,,
PPS-DEV-037,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-039,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-053,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-055,v15,1억 이상- 고시금액미만 소기업 제한,FN,1,0,,
PPS-DEV-056,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,「중소기업기본법」제2조에 따른 소기업 또는 「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서 ‘소기업·소상공인확인서(용도: 공공기관 입찰용)’를 소지한 자(유효기간 내 있어야함)
PPS-DEV-058,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-065,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-067,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-073,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,「중소기업기본법」 제2조 제2항에 따른 중소기업 또는 「소상공인기본법」 제2조에 따른 소상공인으로서
PPS-DEV-075,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-076,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,라.「중소기업기본법」제2조에 따른 중소기업 또는「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 소기업·소상공인 확인서를 소지한 업체
PPS-DEV-078,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-079,v15,1억 이상- 고시금액미만 소기업 제한,FN,1,0,,
PPS-DEV-080,v15,1억 이상- 고시금액미만 소기업 제한,FN,1,0,,
PPS-DEV-094,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-096,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,나.「중소기업기본법」제2조에 따른 중/소기업자 및 「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소기업 및 소상공인으로서 중/소기업·소상공인확인서(전자입찰서 제출 마감일 전일까지 발급된 것으로 유효기간 내에 있어야 함)를 소지한 업체이어야 합니다.
PPS-DEV-098,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-103,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,중소기업제품 구매촉진 및 판로지원에 관한 법률 제9조제1항에 따라 디자인 서비스(세부품명번호 8214150201)에 대한 직접생산확인증명서와 중
PPS-DEV-107,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-116,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-117,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-121,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,라. 「중소기업기본법」 제2조에 따른 중․소기업자 또는 「소상공인 보호 및 지원에 관한 법률」 제2조에 따른 소상공인으로서 「중소기업 범위 및 확인에 관한 규정」 에 따라 발급된 <중‧소기업 또는 소상공인 확인서>를 소지한 업체
PPS-DEV-124,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-125,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,「중소기업 기본법」제2조에 따른 소기업 또는「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 ‘소기업·소상공인 확인서’를 소지한 자.
PPS-DEV-126,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,3-1-3 「중소기업제품 구매촉진 및 판로지원에 관한 법률 시행령」 제2조2에 따른 중·소기업 또는 소상공인으로서 「중·소기업 및 확인에 관한 규정」 “중·소기업·소상공인 확인서”를 소지한 업체이어야 합니다.
PPS-DEV-130,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-133,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,입찰방법 : 제한경쟁(중소기업)입찰
PPS-DEV-137,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-139,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,중소기업제품 구매촉진 및 판로지원에 관한 법률 제8조 및 시행령 제9조의 요건을 갖춘 업체로서 중소기업제품 공공구매 종합정보망(www.smpp.go.kr)에 【디자인서비스(물품분류번호: 8214150201) 또는 동영상제작서비스(물품분류번호: 8213160301)】으로 직접 생산 등재된 업체로서 유효기간이 경과되지 아니한 업체
PPS-DEV-145,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-170,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-173,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-175,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-180,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-193,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,④ 「중소기업기본법」제2조에 따른 소기업자 또는「소상공인기본법」제2조에 따른 소상공인으로 소기업․소상공인 확인서를 소지한 자 이어야 합니다.
PPS-DEV-198,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,"마. 「중소기업기본법」 제2조제2항에 따른 소기업 또는 「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서, ｢중소기업제품 구매촉진 및 판로지원에 관한 법률 시행령｣ 제2조의2(중소기업자와의 우선조달계약)에 의하여 “중소기업 범위 및 확인에 관한 규정”에 따라 발급된 소기업ㆍ소상공인 확인서를 소지한 업체"
PPS-DEV-199,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,「중소기업기본법」 제2조에 따른 중소기업 또는 「소상공인기본법」제2조에 따른 소상공인으로 「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 중․소기업․소상공인 확인서(제안서 제출 마감일 전일까지 발급된 것으로 유효기간 내에 있어야 함) 소지 업체
PPS-DEV-20,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FN,1,0,,
PPS-DEV-037,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FN,1,0,,
PPS-DEV-058,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FN,1,0,,
PPS-DEV-065,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FN,1,0,,
PPS-DEV-066,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FN,1,0,,
PPS-DEV-067,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FN,1,0,,
PPS-DEV-21,v17,1억원 미만 일반물품 중소기업 제한,FN,1,0,다. 「중소기업기본법」제2조에 따른 중소기업 또는 「소상공인 보호 및 지원에 관한 법률」제2조에,
PPS-DEV-033,v17,1억원 미만 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-035,v17,1억원 미만 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-041,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-042,v17,1억원 미만 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-053,v17,1억원 미만 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-073,v17,1억원 미만 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-106,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-112,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,"라. ｢중소기업기본법｣ 제2조에 따른 중・소기업자 또는 ｢소상공인 보호 및 지원에 관한 법률｣ 제2조에 따른 소상공인으로서 ｢중소기업 범위 및 확인에 관한 규정｣에 따라 발급된 중・소기업, 소상공인 확인서를 소지한 자"
PPS-DEV-129,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-135,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-161,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,다.「중소기업기본법」제2조에 의한 소기업 또는「소상공인 기본법」제2조에 의한 소상공인으로서 「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 소기업 또는 소상공인 확인서를 소지한 자
PPS-DEV-22,v18,1억원 미만 일반물품 소기업 제한 없음,FN,1,0,,
PPS-DEV-033,v18,1억원 미만 일반물품 소기업 제한 없음,FP,0,1,,
PPS-DEV-038,v18,1억원 미만 일반물품 소기업 제한 없음,FN,1,0,,
PPS-DEV-039,v18,1억원 미만 일반물품 소기업 제한 없음,FN,1,0,,
PPS-DEV-040,v18,1억원 미만 일반물품 소기업 제한 없음,FN,1,0,,
PPS-DEV-043,v18,1억원 미만 일반물품 소기업 제한 없음,FN,1,0,,
PPS-DEV-044,v18,1억원 미만 일반물품 소기업 제한 없음,FN,1,0,,
PPS-DEV-129,v18,1억원 미만 일반물품 소기업 제한 없음,FP,0,1,,
PPS-DEV-135,v18,1억원 미만 일반물품 소기업 제한 없음,FP,0,1,,
PPS-DEV-23,v19,물품공급 확약서 입찰 시 제출,FN,1,0,"본 사업은 물품제조사(공급사)·기술지원사의 물품공급·기술지원이 필요한 사업으로 첨부된 물품공급·기술지원협약서 내용을 확인 후 입찰 참가하시기 바라며, 입찰 참가자는 제조사(공급사)·기술지원사로부터 물품공급·기술지원 확약서를 전자입찰서 제출 마감일 전까지 보유하여야 하고, 계약 시 제출해야 합니다.",
PPS-DEV-033,v19,물품공급 확약서 입찰 시 제출,FN,1,0,,
PPS-DEV-036,v19,물품공급 확약서 입찰 시 제출,FN,1,0,,
PPS-DEV-096,v19,물품공급 확약서 입찰 시 제출,FP,0,1,,다. 정품공급확약서 제출이 가능한 업체이어야 합니다.
PPS-DEV-098,v19,물품공급 확약서 입찰 시 제출,FP,0,1,,"다. 붙임 규격서의 해당 물품 납품이 가능하고 제조사의 물품공급확약서(규격서, 제품사진), 유지보수 및 사후관리확약서 제출이 가능한 업체"
PPS-DEV-133,v19,물품공급 확약서 입찰 시 제출,FP,0,1,,3. 제조사 파트너십 인증 확인 문서 1식
PPS-DEV-180,v19,물품공급 확약서 입찰 시 제출,FP,0,1,,
PPS-DEV-24,v20,입찰참가자격 (SW),FN,1,0,,
