author,id,feature,gold,valid,strict_format,format_violation,invalid_reason,error_type,prediction,evidence_json,evidence_empty,evidence_substring,absence_evidence_nonempty,positive_nonabsence_missing,positive_nonabsence_not_substring,normal_nonempty,finish_reason,stop_reason,output_tokens,raw_response
CJH,PPS-DEV-11,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-12,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,114,"```json
{
  ""v10"": {
    ""위반여부"": 1,
    ""근거문구"": ""실제 구매 대상인 '소방용헤드(세부품명번호 4619168401)'는 경쟁제품 목록에 포함되어 있으나, 입찰참가자격(3.라, 3.사)에서 직접생산확인증명서 소지 요건을 요구하지 않음""
  }
}
```"
CJH,PPS-DEV-13,v10,1,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,85,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""7. 입찰참가등록 신청서류 ... 아. 산업디자인전문회사 신고확인증, 중소기업확인서, 직접생산확인증명확인서 각 1부""
  }
}
```"
CJH,PPS-DEV-14,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-15,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-16,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-17,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-18,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-19,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,99,"```json
{
  ""v10"": {
    ""위반여부"": 1,
    ""근거문구"": ""가스엔진히트펌프(세부품명번호: 4010180602)는 경쟁제품이며, 입찰참가자격에 직접생산확인증명서 소지 요건이 명시되어 있지 않음""
  }
}
```"
CJH,PPS-DEV-20,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,85,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""공고의 실제 구매 대상인 '섬유디스크필터 세척 용역'은 경쟁제품 목록(대분류 30~81)에 포함된 제품이 아닌 일반 용역입니다.""
  }
}
```"
CJH,PPS-DEV-21,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-22,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-23,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,134,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""본 입찰은 중기간경쟁제품인 드론을 요구하지만, 수요기관의 특별한 사정으로 인하여 사업에서 요구되는 규격이 특정한 기술을 필요로 하므로 ｢중소기업제품 구매촉진 및 판로지원에 관한 법률 시행령｣ 제7조제1항제4호 규정을 적용하여 직접생산확인품목에서 제외하고 일반물품으로 입찰공고합니다.""
  }
}
```"
CJH,PPS-DEV-24,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,21,"```json
{""v10"": 0, ""e10"": null}
```"
CJH,PPS-DEV-25,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-26,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-27,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-28,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-29,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-30,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-31,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,47,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""경쟁제품이 아닌 경우""
  }
}
```"
CJH,PPS-DEV-32,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-033,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,146,"```json
{
  ""v10"": {
    ""위반여부"": 1,
    ""근거문구"": ""과업명: 기타공공기관 국가대표선수촌 메디컬센터 추가진료실 초음파진단기 구매(일반경쟁·1억원미만), 세부품명번호: 초음파영상진단장치[4220171201]은 경쟁제품 목록에 포함되어 있으나, 입찰참가자격(4. 입찰참가자격)에 직접생산확인증명서 소지 요구가 없음""
  }
}
```"
CJH,PPS-DEV-034,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-035,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-036,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-037,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-038,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,158,"```json
{
  ""v10"": {
    ""위반여부"": 1,
    ""근거문구"": ""입찰참가자격(3. 나)에서 전라남도에 소재지를 둔 업체여야 함을 명시하고 있으나, 실제 구매 대상인 교복(동복, 하복)은 경쟁제품 목록(세부품명번호 5310270503, 5310270501 등)에 해당함에도 불구하고 입찰참가자격 및 제출서류(8. 항목)에서 직접생산확인증명서 소지 요건을 요구하지 않음.""
  }
}
```"
CJH,PPS-DEV-039,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-040,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-041,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-042,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-043,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-044,v10,0,False,True,,invalid_json:Expecting value: line 1 column 1 (char 0),invalid,,null,,,False,False,False,False,stop,106,247,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```

**판정 근거 설명 (내부 검토용):**
1. **구매 대상 식별**: 공고의 품명은 '기타사업지원서비스'이며, 과업내용은 '교육프로그램 운영 지원 용역(교육생 참석 안내, 출결관리, 강의장 임차 지원 등)'입니다.
2. **경쟁제품 대조**: 제공된 [경쟁제품 목록]을 확인한 결과, 해당 용역(교육운영지원/행사지원 관련)에 해당하는 세부품명번호나 제품명이 존재하지 않습니다. (목록에는 보안카메라, 인쇄출판물, 현수막, 측량용역, 공간정보DB, 경비서비스 등만 존재함)
3. **결론**: 본 사업은 '경쟁제품'이 아닌 일반 용역 사업이므로, 직접생산확인증명서 소지 여부를 따질 필요가 없는 '정상(0)' 상태입니다."
CJH,PPS-DEV-045,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-046,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-047,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,35,"```json
{
  ""v10"": {
    ""violation"": 0,
    ""evidence"": null
  }
}
```"
CJH,PPS-DEV-048,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-049,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,65,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""마. 해당업종 및 세부품명의 직접생산확인증명서를 보유한 업체여야 합니다.""
  }
}
```"
CJH,PPS-DEV-050,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-051,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-052,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-053,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,217,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""2. 입찰참가자격 ② 「중소기업기본법」제2조에 따른 중소기업 또는 「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서 「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 중·소기업·소상공인확인서를 소지한 자 ③ 「중소기업제품 구매촉진 및 판로지원에 관한 법률」 제9조 및 같은법 시행령 제10조 규정에 의한 직접생산확인증명서[세부품명 : 기타행사기획및대행서비스(8014199001) 또는 전시회기획및대행서비스(8014198801)]를 소지한 업체""
  }
}
```"
CJH,PPS-DEV-054,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,101,"```json
{
  ""v10"": 0,
  ""e10"": ""다. 「중소기업제품 구매촉진 및 판로지원에 관한 법률」제9조 및 동법 시행령 제10조에 의한 직접생산확인증명서 [축제기획 및 대행 서비스(세부품명번호 9015189001)]를 소지한 업체""
}
```"
CJH,PPS-DEV-055,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-056,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-057,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,67,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""3. 차. 해당업종 및 세부품명의 직접생산확인증명서를 보유한 업체여야 합니다.""
  }
}
```"
CJH,PPS-DEV-058,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-059,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-060,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-061,v10,1,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,140,"```json
{
  ""v10"": {
    ""위반여부"": 1,
    ""근거문구"": ""조항호내용: 중소벤처기업부장관이 지정 공고한 물품, 경쟁제품 목록: 전시회,회의및행사대행서비스(회의기획및대행서비스, 국제행사기획및대행서비스, 기타행사기획및대행서비스)는 추정가격 10억원 미만에 한함. 입찰참가자격에는 직접생산확인증명서 소지 요건이 없음.""
  }
}
```"
CJH,PPS-DEV-062,v10,1,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-063,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,21,"```json
{""v10"": 0, ""e10"": null}
```"
CJH,PPS-DEV-064,v10,1,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,121,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""본 사업은 '26~27-N-출입통제체계 유지보수'로, 제공된 경쟁제품 목록(전기시스템, 정보기술방송및통신, 공공안전및치안장비, 출판물, 공학연구및기술기반서비스 등)에 해당되는 세부품명이 존재하지 않는 일반용역 사업임.""
  }
}
```"
CJH,PPS-DEV-065,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,122,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""본 공고의 건명은 '26년 축산 ICT 융복합 확산사업 참여 장비등록 운영용역'으로, 제공된 경쟁제품 목록(정보기술방송및통신기, 공공안전및치안장비, 공학연구및기술기반서비스 등)에 해당되는 세부품명번호가 존재하지 않는 일반용역임.""
  }
}
```"
CJH,PPS-DEV-066,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-067,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-068,v10,1,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-069,v10,1,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,118,"```json
{
  ""v10"": {
    ""violation"": 1,
    ""reason"": ""공고의 사업명(20주년 기념행사 및 국제포럼 행사대행)과 경쟁제품 목록의 세부품명(회의기획및대행서비스, 국제행사기획및대행서비스 등)이 일치하는 경쟁제품 입찰임에도 불구하고, 입찰참가자격에 직접생산확인증명서 소지 요구가 없습니다.""
  }
}
```"
CJH,PPS-DEV-070,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-071,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-072,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,51,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""경쟁제품이 아닌 일반용역인 경우""
  }
}
```"
CJH,PPS-DEV-073,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,102,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""공고의 품명인 '관광레저연구조사서비스'는 제공된 경쟁제품 목록(감시및탐지장비, 운동장및놀이터용장비, 측량용역, 공간정보DB구축서비스 등)에 포함되지 않는 일반용역임""
  }
}
```"
CJH,PPS-DEV-074,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-075,v10,1,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,203,"```json
{
  ""v10"": {
    ""위반여부"": 1,
    ""근거문구"": ""용역명: 2026학년도 [수요기관(대학)] 전공자율선택제 전공박람회 운영 위탁용역 / 경쟁제품 목록: 8014190201(회의기획및대행서비스) 또는 8014199001(기타행사기획및대행서비스) 등은 추정가격 10억원 미만 시 경쟁제품에 해당하나, 입찰참가자격(다. 「중소기업기본법」 제2조에 따른 중소기업자 또는 「소상공인기본법」 제2조에 따른 소상공인)에는 직접생산확인증명서 소지 요구가 없음""
  }
}
```"
CJH,PPS-DEV-076,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-077,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-078,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-079,v10,0,False,False,complete_code_fence,invalid_json:Extra data: line 7 column 1 (char 267),invalid,,null,,,False,False,False,False,stop,106,333,"```json
{
  ""v10"": {
    ""위반여부"": 1,
    ""근거문구"": ""1. 실제 구매 대상 식별: '식사대용식품[5022129701]' (공고 정보 및 세부품명번호 목록 기준)\n2. 경쟁제품 여부 확인: 제공된 경쟁제품 목록(대분류 46, 48, 56, 81)에 세부품명번호 '5022129701'에 해당하는 제품이 존재하지 않음. 따라서 해당 품목은 경쟁제품이 아닌 일반 제품임.\n3. 판정 결과: 구매 대상이 경쟁제품이 아니므로 '정상(0)'에 해당함.""
  }
}
```

**※ 수정된 최종 응답 (판정 로직에 따른 정정):**
위의 분석 결과, 구매 대상인 '식사대용식품[5022129701]'은 제공된 경쟁제품 목록에 포함되어 있지 않으므로 **경쟁제품이 아닙니다.** 따라서 판정 결과는 **0**입니다.

```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""구매 대상인 '식사대용식품[5022129701]'은 제공된 경쟁제품 목록에 포함되지 않는 일반 제품임.""
  }
}
```"
CJH,PPS-DEV-080,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-081,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-082,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-083,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-084,v10,0,False,False,complete_code_fence,invalid_json:Extra data: line 7 column 1 (char 247),invalid,,null,,,False,False,False,False,stop,106,448,"```json
{
  ""v10"": {
    ""위반여부"": 1,
    ""근거문구"": ""품명 '채소류'는 경쟁제품 목록에 포함되어 있지 않으나, 공고의 조항호내용에 '[판로지원법 시행령] 중기업,소기업,소상공인 제한'이 명시되어 있고, 입찰참가자격에서 중소기업자 및 소상공인 확인서 소지를 요구하고 있음에도 불구하고, 해당 품목이 경쟁제품 목록(고추장 등)과 연관될 수 있는 맥락에서 직접생산확인증명서 소지 요구가 입찰참가자격에 누락되어 있음""
  }
}
```

*(참고: 위 판정은 제공된 '경쟁제품 목록'에 '채소류'가 명시되어 있지 않으나, 공고의 '조항호내용'이 중소기업 제한을 명시하고 있고, 입찰참가자격에서 중소기업 확인서 등을 요구하는 상황에서 경쟁제품 여부를 판단하는 로직에 따라 작성되었습니다. 만약 '채소류'가 경쟁제품이 아니라고 판단될 경우 0이 되나, 제공된 목록의 '고추장' 등과 유사 품목군으로 분류될 가능성을 고려하여 작성되었습니다. 다만, 엄밀히 '채소류'는 목록에 없으므로 0이 될 가능성이 높으나, 지시된 로직상 '경쟁제품' 여부가 핵심입니다.)*

**[재판정: '채소류'가 경쟁제품 목록에 없으므로 0입니다]**

```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""공고의 품명인 '채소류'는 제공된 경쟁제품 목록(대분류 30, 49, 50, 81 등)에 포함되어 있지 않은 일반 제품임""
  }
}
```"
CJH,PPS-DEV-085,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,90,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""경쟁제품이 아닌 경우 (공고의 실제 구매 대상인 '해양 스타트업 지원 플랫폼 운영 방안 도출' 및 과업 범위는 제공된 경쟁제품 목록의 세부품명과 일치하지 않음)""
  }
}
```"
CJH,PPS-DEV-086,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-087,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-088,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-089,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-090,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-091,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-092,v10,0,False,True,,invalid_json:Expecting value: line 1 column 1 (char 0),invalid,,null,,,False,False,False,False,stop,106,258,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```

**[판정 근거 요약]**
1. **구매 대상 식별**: 공고의 구매 대상은 '배기가스측정기(세부품명번호 4111310101)' 및 '디젤기관매연측정기(세부품명번호 2519180101)'입니다.
2. **경쟁제품 여부 확인**: 제공된 [참고자료: 경쟁제품 목록 발췌]를 확인한 결과, 해당 세부품명번호(4111310101, 2519180301)는 경쟁제품 목록에 포함되어 있지 않습니다. (목록에는 영상감시장치, 계장제어장치 등 다른 품목만 존재함)
3. **결론**: 구매 대상이 '경쟁제품'이 아니므로, 직접생산확인증명서 소지 요구 여부를 따질 필요 없이 정상(0)으로 판정합니다."
