id,item,item_name,transition,gold,original,candidate,estimated_price,amount_outside_item_band,source_jsonl_line,original_raw_evidence,candidate_raw_evidence,review_category,review_note,verified_source_excerpts
PPS-DEV-042,v8,중복제한 (실적+지역),new_fn,1,1,0,61264545,False,42,최근 3년 이내 중고등학교 학생 대상 숙박이 들어간 국내 여행 1억원 이상의 실적이 있는 업체이어야 합니다.,,명시적 복합 자격 누락,참가자격에 충청남도 소재와 최근 3년 중고등학생 숙박 국내여행 1억원 이상 실적을 함께 요구한다. 뒤쪽 평가표의 실적 점수와 별도로 존재하는 강제 자격 조건이다. v4 금액 충돌과 v8 판단은 구분해야 한다.,"[{""doc_id"": ""D0"", ""line_start"": 219, ""line_end"": 225, ""text"": ""3. 입찰참가자격\n\n가. 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」제13조 및 같은 법 시행규칙 제14조의 규정에 의한 자격을 갖춘 자로서 「관광 진흥법」 제4조 및 동법 시행령 제2조에 의한 종합여행업 또는 국내외여행업 또는 국내여행업 등록을 필한 업체로서, 부정당업자로 입찰참가자격 제한 중에 있지 아니하고, 입찰공고일 전일로부터 계약체결일까지 그 주된 영업소가 충청남도에 소재하고 있는 업체이어야 합니다.\n\n나. 최근 3년 이내 중고등학교 학생 대상 숙박이 들어간 국내 여행 1억원 이상의 실적이 있는 업체이어야 합니다.\n\n나. 중소기업기본법 제2조 제2항에 따른 중·소기업 또는 소상공인 보호 및 지원에 관한 법률 제2조에 따른 소상공인으로서 중·소기업, 소상공인확인서 중 하나를 소지한 업체이어야 합니다.""}]"
PPS-DEV-043,v18,1억원 미만 일반물품 소기업 제한 없음,new_fn,1,1,0,61264545,False,43,,,기업 규모의 범위 혼동,"1억원 미만인데 제출서류는 중·소기업, 소상공인 확인서로 중기업까지 포함한다. 소기업·소상공인만의 요건과 같지 않다. 기존 부재 탐지를 0으로 바꾼 이유는 응답에 설명되지 않았다.","[{""doc_id"": ""D0"", ""line_start"": 169, ""line_end"": 171, ""text"": ""12) 중·소기업, 소상공인확인서 중 1부(제출마감일 전일까지 발급된 것으로 유효\n\n기간 내에 있어야 함)""}, {""doc_id"": ""D0"", ""line_start"": 219, ""line_end"": 225, ""text"": ""3. 입찰참가자격\n\n가. 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」제13조 및 같은 법 시행규칙 제14조의 규정에 의한 자격을 갖춘 자로서 「관광 진흥법」 제4조 및 동법 시행령 제2조에 의한 종합여행업 또는 국내외여행업 또는 국내여행업 등록을 필한 업체로서, 부정당업자로 입찰참가자격 제한 중에 있지 아니하고, 입찰공고일 전일로부터 계약체결일까지 그 주된 영업소가 충청남도에 소재하고 있는 업체이어야 합니다.\n\n나. 입찰참가자격으로 공고된 업종에 대하여 반드시 전자입찰서 제출마감일 전까지 조달청 입찰참가등록업체로서 전자입찰이용자등록을 필한 업체이어야 합니다.\n\n(※입찰집행일 당일 전자입찰시스템에 등록한 업체는 국가종합전자조달시스템전자입찰특별유의서에 따라 무효 처리됩니다.)""}]"
PPS-DEV-044,v18,1억원 미만 일반물품 소기업 제한 없음,resolved_fn,1,0,1,55454545,False,44,,,기준·정답 재검토,"정답 기준으로는 미탐 해소이지만, 제안서 제출서류에 “소기업·소상공인 확인서 1부”가 실제로 있다. 이것을 동등한 자격 확인으로 인정할지 결정해야 한다. 키워드 부재를 정확히 판단해 좋아졌다고 설명할 수 없는 사례다.","[{""doc_id"": ""D0"", ""line_start"": 183, ""line_end"": 195, ""text"": ""9. 제안서 등의 제출\n\n----------------------------------------------------------------------------------------------------------------\n\n1) 제안서 제출서류\n\n순번\n\n제출서류\n\n· 소기업·소상공인 확인서 1부\n\n· 제안서 1부""}]"
PPS-DEV-047,v5,고시금액 이상 지역제한,new_fn,1,1,0,727272727,False,47,마. 입찰공고일 기준 법인등기부등본(개인사업자는 사업등록증명원) 상 주된 사무소 소재지가 서울특별시로 기재되어 있는 업체,,원문·메타 충돌,추정가격 약 7.27억원인 국가계약이며 원문에는 서울특별시 소재 업체만 허용한다. 메타 지역제한여부 N과 다르다. 개별 기준의 국가 물품·용역 지역제한 금액 상한도 넘는다.,"[{""doc_id"": ""D0"", ""line_start"": 19, ""line_end"": 19, ""text"": ""마. 입찰공고일 기준 법인등기부등본(개인사업자는 사업등록증명원) 상 주된 사무소 소재지가 서울특별시로 기재되어 있는 업체""}]"
PPS-DEV-048,v8,중복제한 (실적+지역),new_fn,1,1,0,545454545,False,48,다. 공고일 기준 부가가치세법에 따른 이벤트행사대행업으로 당해 사업에 관한 사업자등록증을 갖춘 경북에 소재한 실적이 우수한 업체.,,복합 자격 표현의 해석 필요,“경북에 소재한 실적이 우수한 업체”가 참가자격에 있다. 지역과 실적을 결합했으나 실적 요건이 정성적이며 뒤쪽에는 평가 자료도 있다. 042·071의 정량적인 필수 실적보다는 해석 여지가 크다.,"[{""doc_id"": ""D0"", ""line_start"": 119, ""line_end"": 123, ""text"": ""나. 국가종합전자조달시스템 입찰참가자격등록규정에 의하여 국가종합 전자조달시스템에 입찰참가자격등록마감일시까지 ‘기타자유업(행사 대행업)(업종코드 9901)’로 입찰참가자격을 등록한 자로서, 과업 지시서 및 제안요청서의 내용에 따라 과업 수행이 가능한 업체\n\n다. 공고일 기준 부가가치세법에 따른 이벤트행사대행업으로 당해 사업에 관한 사업자등록증을 갖춘 경북에 소재한 실적이 우수한 업체.\n\n라. 제안신청은 컨소시엄 공동제안이 아닌 단독으로 신청한 사업자""}, {""doc_id"": ""D0"", ""line_start"": 179, ""line_end"": 181, ""text"": ""· <서식10-2> 용역(행사) 사업 실적 1부\n\n· <서식10-3> 용역(행사) 실적 증명서 1부""}]"
PPS-DEV-049,v1,참가자격 특정기관 제한,new_fn,1,1,0,600000000,False,49,체육교육학 전공이 있는 [기관(대학)]만 입찰 참여 가능합니다.,,명시적 자격 제한 누락,체육교육학 전공이 있는 대학만 참여 가능하다는 자격 제한. 같은 공고 v11 오탐은 해소됐지만 v1과 v14는 새 미탐이 됐다. 기존은 첫 응답 JSON 오류 후 재시도에서 1을 얻었고 후보는 첫 응답에서 0을 얻었다. 따라서 이 사례에는 재시도 경로 차이도 있다.,"[{""doc_id"": ""D0"", ""line_start"": 135, ""line_end"": 143, ""text"": ""다. 「중소기업기본법」 제2조에 따른 중기업, 소기업 또는 「소상공인 보호 및 지원에 관한 법률」 제2호에 따른 소상공인으로서, 「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 중기업, 소기업, 소상공인 확인서를 소지한자 이어야 합니다.\n\n※ <중기업·소기업·소상공인 확인서>가 중소기업제품 공공구매 종합정보망(http://www.smpp.go.kr)에서 확인(전자 입찰서 제출마감일 전일까지 발급된 것으로 유효기간 내에 있는 것이어야함)이 안될 경우 입찰 참가자격이 없습니다.\n\n※ 다만, 전자입찰서 제출마감일 전일까지 <소기업·소상공인 확인서>를 신청한 사실이 확인된 업체는 입찰참가가 가능합니다.(필요 시 신청증빙서류 제출)\n\n라. 체육교육학 전공이 있는 [기관(대학)]만 입찰 참여 가능합니다.\n\n마. 해당업종 및 세부품명의 직접생산확인증명서를 보유한 업체여야 합니다.""}]"
PPS-DEV-049,v14,고시금액 이상 일반물품 중소기업 제한,new_fn,1,1,0,600000000,False,49,"[판로지원법 시행령] 중기업,소기업,소상공인 제한",,금액·기업 규모·지정 여부,추정가격 6억원이고 참가자격에 중기업·소기업·소상공인 확인서를 필수로 요구한다. 기존 응답은 메타만 인용했지만 원문에도 제한이 있다. 직접생산확인 문구만으로 경쟁제품 지정을 확정해 v14를 제외할 수는 없다. 지정 여부·별도 근거는 미확정이다.,"[{""doc_id"": ""D0"", ""line_start"": 79, ""line_end"": 83, ""text"": ""660,000,000\n\n600,000,000원\n\n60,000,000원""}, {""doc_id"": ""D0"", ""line_start"": 135, ""line_end"": 143, ""text"": ""다. 「중소기업기본법」 제2조에 따른 중기업, 소기업 또는 「소상공인 보호 및 지원에 관한 법률」 제2호에 따른 소상공인으로서, 「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 중기업, 소기업, 소상공인 확인서를 소지한자 이어야 합니다.\n\n※ <중기업·소기업·소상공인 확인서>가 중소기업제품 공공구매 종합정보망(http://www.smpp.go.kr)에서 확인(전자 입찰서 제출마감일 전일까지 발급된 것으로 유효기간 내에 있는 것이어야함)이 안될 경우 입찰 참가자격이 없습니다.\n\n※ 다만, 전자입찰서 제출마감일 전일까지 <소기업·소상공인 확인서>를 신청한 사실이 확인된 업체는 입찰참가가 가능합니다.(필요 시 신청증빙서류 제출)\n\n라. 체육교육학 전공이 있는 [기관(대학)]만 입찰 참여 가능합니다.\n\n마. 해당업종 및 세부품명의 직접생산확인증명서를 보유한 업체여야 합니다.""}]"
PPS-DEV-050,v7,고시금액 미만 지역제한 인접 확대,new_fn,1,1,0,112890909,False,50,공고일 전 일부터 입찰일까지(낙찰자는 계약체결일까지) 전라남도 또는 경상남도에 주된 영업소를 둔 업체,,지역 확장 근거 미확정,"전라남도 또는 경상남도로 참가 지역을 넓힌 조건이 원문에 있다. 메타는 지역제한 N. 실제 지역명이므로 익명 지리를 추정하는 경우는 아니지만, 인접 여부와 공급자 부족 등 확장 근거는 별개다. 저장 응답만으로 후보의 0이 어느 판단에서 나왔는지는 알 수 없다.","[{""doc_id"": ""D0"", ""line_start"": 123, ""line_end"": 123, ""text"": ""❍ 공고일 전 일부터 입찰일까지(낙찰자는 계약체결일까지) 전라남도 또는 경상남도에 주된 영업소를 둔 업체""}]"
PPS-DEV-050,v9,과업지시서 특정 모델명 명시,new_fn,1,1,0,112890909,False,50,정식기(JOpR-4/8) ... 엔진 형식명 로빈 EX-35 ... 8.5/3600 최대 11.8/3600 ... (중략) ... 상기 품목과 동일하거나 해당 규격 이상의 제품,,기준·정답 재검토,"JOpR-4/8 모델명과 엔진명이 있으나 공고에 동등 이상 허용, 규격서 여러 곳에도 같은 취지의 문구가 있다. 모델명만으로 1을 복원하면 해소된 동등품 오탐이 재발할 수 있다. 허용 범위와 실질적 대체 가능성을 먼저 정해야 한다.","[{""doc_id"": ""D0"", ""line_start"": 121, ""line_end"": 121, ""text"": ""❍ 「농업기계화촉진법」제11조 및 같은 법 시행규칙 제17조에 따라 농업기계 사후 관리업[대형(업종코드:7268)또는 중형(업종코드:7269)또는 소형(업종코드:7270)]로 입찰참가자격 등록한 업체로 보조사업자가 제시한 규격서와 동등하거나 이상의 물품을 제조 또는 공급이 가능한 업체""}, {""doc_id"": ""D1"", ""line_start"": 643, ""line_end"": 643, ""text"": ""정식기(JOpR-4/8)""}, {""doc_id"": ""D1"", ""line_start"": 695, ""line_end"": 695, ""text"": ""로빈 EX-35""}, {""doc_id"": ""D1"", ""line_start"": 627, ""line_end"": 627, ""text"": ""- 상기품목과 동일하거나 해당규격 이상의 제품""}]"
PPS-DEV-052,v14,고시금액 이상 일반물품 중소기업 제한,new_fn,1,1,0,367272727,False,52,"[판로지원법 시행령] 중기업,소기업,소상공인 제한",,금액·기업 규모·지정 여부,추정가격 약 3.673억원. 중·소기업·소상공인 확인서가 없으면 참가자격이 없다고 명시한다. 기존의 메타 인용은 부적절했지만 원문 제한은 존재한다. 비지정 여부 및 별도 제한 근거 확인과 문구 인식을 분리할 필요가 있다.,"[{""doc_id"": ""D0"", ""line_start"": 123, ""line_end"": 125, ""text"": ""마. 「중소기업제품 구매촉진 및 판로지원에 관한 법률」 제2조에 따른 중소기업자 및 「소상공인 보호 및 지원에 관한 법률」 제2조에 따른 소상공인으로서「중·소기업·소상공인 장애인기업 확인요령」에 따라 발급된 중·소기업·소상공인확인서를 소지한 업체\n\n※ 중소기업·소상공인 확인서는 중소기업 공공구매종합정보망(www.smpp.go.kr)에서 확인하며 확인이 되지 않을 경우 입찰참가자격이 없습니다.""}]"
PPS-DEV-057,v14,고시금액 이상 일반물품 중소기업 제한,new_fn,1,1,0,272727273,False,57,"가. 입찰방법 : 제한경쟁입찰(중·소기업, 소상공인, 직접생산업체)",,금액·기업 규모·예외 근거,"추정가격 약 2.727억원. 중소기업 제한이 명시되고 로봇예초기 특성을 이유로 들지만, 이것이 개별 기준상 별도 법적 근거인지까지 입증되지는 않는다. 메타 세부품명과 문서 장비 명칭도 일치 여부를 확인해야 한다.","[{""doc_id"": ""D0"", ""line_start"": 61, ""line_end"": 61, ""text"": ""가. 입찰방법 : 제한경쟁입찰(중·소기업, 소상공인, 직접생산업체)""}, {""doc_id"": ""D0"", ""line_start"": 81, ""line_end"": 81, ""text"": ""다. 「중소기업기본법」 제2조에 따른 중·소기업 또는 「소상공인 보호 및 지원에 관한 법률」 제2조에 따른 소상공인으로서, 「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 중·소기업·소상공인확인서를 소지한 업체일 것""}, {""doc_id"": ""D0"", ""line_start"": 197, ""line_end"": 197, ""text"": ""마. 로봇예초기의 특성상 무한궤도 방식과 원격조종 방식 등의 기술을 필요로 하여 중소기업 대상으로 입찰 진행함""}]"
PPS-DEV-058,v16,1억 이상- 고시금액미만 중소기업 제한 없음,new_fn,1,1,0,172727273,False,58,,,조건부 제출·예외 범위,추정가격 약 1.727억원. 제출서류의 중소기업·소상공인 확인 서류에는 “해당시”가 붙는다. 이것을 전체 입찰자의 강제 자격과 동일시할 수 없다. 대학·공공연구기관 참여 및 비영리 증빙도 있으므로 예외 적용 주체와 범위를 별도로 확인해야 한다.,"[{""doc_id"": ""D0"", ""line_start"": 97, ""line_end"": 99, ""text"": ""-‘국가종합전자조달시스템 입찰참가자격등록규정’에 의하여 반드시 나라장터에 입찰서 제출 마감일 전일까지 학술·연구용역[업종코드 1169]로 입찰참가자격을 등록한 자 중\n\n- 형태분류학, 계통학의 전문적인 지식 및 논문 출판 경험이 풍부하며, 생물자원 조사․발굴 등 관련분야 연구용역을 수행한 경험이 있는 대학교, [기관(공공기관)], 국공립연구기관 가능""}, {""doc_id"": ""D0"", ""line_start"": 129, ""line_end"": 131, ""text"": ""5) 비영리법인인 경우 해당법인임을 증명하는 서류 1부(해당시)\n\n6) 중소기업 및 소상공인 확인 서류 1부(해당시)""}]"
