id,feature,truth,prediction
PPS-DEV-20,v7,0,0
PPS-DEV-21,v4,0,0
PPS-DEV-21,v5,0,1
PPS-DEV-21,v6,0,0
PPS-DEV-21,v7,0,0
PPS-DEV-22,v4,0,0
PPS-DEV-22,v5,0,1
PPS-DEV-22,v6,0,0
PPS-DEV-22,v7,0,0
PPS-DEV-23,v4,0,0
PPS-DEV-23,v5,0,1
PPS-DEV-23,v6,0,0
PPS-DEV-23,v7,0,1
PPS-DEV-24,v4,0,0
PPS-DEV-24,v5,0,0
PPS-DEV-24,v6,0,0
PPS-DEV-24,v7,0,0
PPS-DEV-25,v4,0,0
PPS-DEV-25,v5,0,1
PPS-DEV-25,v6,0,1
PPS-DEV-25,v7,0,1
PPS-DEV-26,v4,0,1
PPS-DEV-26,v5,0,0
PPS-DEV-26,v6,0,0
PPS-DEV-26,v7,0,0
PPS-DEV-27,v4,0,1
PPS-DEV-27,v5,0,1
PPS-DEV-27,v6,0,1
PPS-DEV-27,v7,0,1
PPS-DEV-28,v4,0,1
PPS-DEV-28,v5,0,1
PPS-DEV-28,v6,0,1
PPS-DEV-28,v7,0,1
PPS-DEV-29,v4,0,0
PPS-DEV-29,v5,0,1
PPS-DEV-29,v6,0,1
PPS-DEV-29,v7,0,1
PPS-DEV-30,v4,0,1
PPS-DEV-30,v5,0,1
PPS-DEV-30,v6,0,0
PPS-DEV-30,v7,0,0
PPS-DEV-31,v4,0,1
PPS-DEV-31,v5,0,1
PPS-DEV-31,v6,0,0
PPS-DEV-31,v7,0,1
PPS-DEV-32,v4,0,1
PPS-DEV-32,v5,0,1
PPS-DEV-32,v6,0,1
PPS-DEV-32,v7,0,1
PPS-DEV-033,v4,0,1
PPS-DEV-033,v5,0,1
PPS-DEV-033,v6,0,1
PPS-DEV-033,v7,0,1
PPS-DEV-034,v4,0,1
PPS-DEV-034,v5,0,1
PPS-DEV-034,v6,0,1
PPS-DEV-034,v7,0,1
PPS-DEV-035,v4,0,0
PPS-DEV-035,v5,0,0
PPS-DEV-035,v6,0,0
PPS-DEV-035,v7,0,0
PPS-DEV-036,v4,0,0
PPS-DEV-036,v5,0,1
PPS-DEV-036,v6,0,0
PPS-DEV-036,v7,0,0
PPS-DEV-037,v4,0,0
PPS-DEV-037,v5,0,1
PPS-DEV-037,v6,0,1
PPS-DEV-037,v7,0,1
PPS-DEV-038,v4,0,1
PPS-DEV-038,v5,0,1
PPS-DEV-038,v6,0,0
PPS-DEV-038,v7,0,0
PPS-DEV-039,v4,0,0
PPS-DEV-039,v5,0,1
PPS-DEV-039,v6,0,0
PPS-DEV-039,v7,1,0
PPS-DEV-040,v4,0,0
PPS-DEV-040,v5,0,1
PPS-DEV-040,v6,0,0
PPS-DEV-040,v7,0,0
PPS-DEV-041,v4,0,0
PPS-DEV-041,v5,0,1
PPS-DEV-041,v6,0,1
PPS-DEV-041,v7,0,0
PPS-DEV-042,v4,1,1
PPS-DEV-042,v5,0,1
PPS-DEV-042,v6,0,0
PPS-DEV-042,v7,0,0
PPS-DEV-043,v4,0,0
PPS-DEV-043,v5,0,1
PPS-DEV-043,v6,0,0
PPS-DEV-043,v7,0,0
PPS-DEV-044,v4,0,0
PPS-DEV-044,v5,0,0
PPS-DEV-044,v6,0,0
PPS-DEV-044,v7,0,0
PPS-DEV-045,v4,0,0
PPS-DEV-045,v5,1,1
PPS-DEV-045,v6,0,0
PPS-DEV-045,v7,0,0
PPS-DEV-046,v4,0,0
PPS-DEV-046,v5,1,1
PPS-DEV-046,v6,0,0
PPS-DEV-046,v7,0,1
PPS-DEV-047,v4,0,0
PPS-DEV-047,v5,1,0
PPS-DEV-047,v6,0,0
PPS-DEV-047,v7,0,0
PPS-DEV-048,v4,0,1
PPS-DEV-048,v5,1,0
PPS-DEV-048,v6,0,0
PPS-DEV-048,v7,0,0
PPS-DEV-049,v4,0,1
PPS-DEV-049,v5,1,1
PPS-DEV-049,v6,0,0
PPS-DEV-049,v7,0,0
PPS-DEV-050,v4,0,0
PPS-DEV-050,v5,0,1
PPS-DEV-050,v6,0,0
PPS-DEV-050,v7,1,0
PPS-DEV-051,v4,1,1
PPS-DEV-051,v5,0,0
PPS-DEV-051,v6,0,0
PPS-DEV-051,v7,0,0
PPS-DEV-052,v4,0,1
PPS-DEV-052,v5,0,1
PPS-DEV-052,v6,0,0
PPS-DEV-052,v7,0,0
PPS-DEV-053,v4,1,1
PPS-DEV-053,v5,0,0
PPS-DEV-053,v6,0,0
PPS-DEV-053,v7,0,0
PPS-DEV-054,v4,0,1
PPS-DEV-054,v5,0,1
PPS-DEV-054,v6,0,0
PPS-DEV-054,v7,1,0
PPS-DEV-055,v4,0,0
PPS-DEV-055,v5,0,0
PPS-DEV-055,v6,0,0
PPS-DEV-055,v7,0,0
PPS-DEV-056,v4,0,0
PPS-DEV-056,v5,0,0
PPS-DEV-056,v6,0,0
PPS-DEV-056,v7,0,0
PPS-DEV-057,v4,0,1
PPS-DEV-057,v5,1,1
PPS-DEV-057,v6,0,0
PPS-DEV-057,v7,0,0
PPS-DEV-058,v4,0,1
PPS-DEV-058,v5,0,1
PPS-DEV-058,v6,0,1
PPS-DEV-058,v7,0,1
PPS-DEV-059,v4,1,1
PPS-DEV-059,v5,0,1
PPS-DEV-059,v6,0,1
PPS-DEV-059,v7,0,1
PPS-DEV-060,v4,0,0
PPS-DEV-060,v5,0,0
PPS-DEV-060,v6,0,0
PPS-DEV-060,v7,0,0
PPS-DEV-061,v4,0,1
PPS-DEV-061,v5,0,1
PPS-DEV-061,v6,1,1
PPS-DEV-061,v7,0,1
PPS-DEV-062,v4,1,1
PPS-DEV-062,v5,0,1
PPS-DEV-062,v6,0,1
PPS-DEV-062,v7,0,1
PPS-DEV-063,v4,0,1
PPS-DEV-063,v5,0,1
PPS-DEV-063,v6,0,0
PPS-DEV-063,v7,1,0
PPS-DEV-064,v4,0,1
PPS-DEV-064,v5,0,1
PPS-DEV-064,v6,0,0
PPS-DEV-064,v7,0,0
PPS-DEV-065,v4,0,0
PPS-DEV-065,v5,0,0
PPS-DEV-065,v6,0,0
PPS-DEV-065,v7,0,0
PPS-DEV-066,v4,0,1
PPS-DEV-066,v5,0,1
PPS-DEV-066,v6,1,1
PPS-DEV-066,v7,0,0
PPS-DEV-067,v4,0,0
PPS-DEV-067,v5,0,1
PPS-DEV-067,v6,0,0
PPS-DEV-067,v7,0,0
PPS-DEV-068,v4,0,0
PPS-DEV-068,v5,0,0
PPS-DEV-068,v6,0,0
PPS-DEV-068,v7,0,0
PPS-DEV-069,v4,0,1
PPS-DEV-069,v5,0,0
PPS-DEV-069,v6,0,0
PPS-DEV-069,v7,0,0
PPS-DEV-070,v4,0,0
PPS-DEV-070,v5,0,1
PPS-DEV-070,v6,1,1
PPS-DEV-070,v7,0,1
PPS-DEV-071,v4,0,1
PPS-DEV-071,v5,0,1
PPS-DEV-071,v6,1,0
PPS-DEV-071,v7,0,0
PPS-DEV-072,v4,0,1
PPS-DEV-072,v5,0,1
PPS-DEV-072,v6,1,1
PPS-DEV-072,v7,1,1
PPS-DEV-073,v4,0,0
PPS-DEV-073,v5,0,0
PPS-DEV-073,v6,0,0
PPS-DEV-073,v7,0,0
PPS-DEV-074,v4,0,0
PPS-DEV-074,v5,0,1
PPS-DEV-074,v6,0,1
PPS-DEV-074,v7,0,1
PPS-DEV-075,v4,0,0
PPS-DEV-075,v5,0,0
PPS-DEV-075,v6,0,0
PPS-DEV-075,v7,0,0
PPS-DEV-076,v4,0,1
PPS-DEV-076,v5,0,1
PPS-DEV-076,v6,0,0
PPS-DEV-076,v7,0,0
PPS-DEV-077,v4,0,0
PPS-DEV-077,v5,0,1
PPS-DEV-077,v6,0,0
PPS-DEV-077,v7,0,0
PPS-DEV-078,v4,0,1
PPS-DEV-078,v5,0,0
PPS-DEV-078,v6,0,0
PPS-DEV-078,v7,0,0
PPS-DEV-079,v4,0,0
PPS-DEV-079,v5,0,1
PPS-DEV-079,v6,0,1
PPS-DEV-079,v7,0,0
PPS-DEV-080,v4,0,0
PPS-DEV-080,v5,0,0
PPS-DEV-080,v6,0,0
PPS-DEV-080,v7,0,0
PPS-DEV-081,v4,0,1
PPS-DEV-081,v5,0,1
PPS-DEV-081,v6,0,0
PPS-DEV-081,v7,0,0
PPS-DEV-082,v4,0,1
PPS-DEV-082,v5,0,1
PPS-DEV-082,v6,0,1
PPS-DEV-082,v7,0,1
PPS-DEV-083,v4,0,0
PPS-DEV-083,v5,0,1
PPS-DEV-083,v6,0,1
PPS-DEV-083,v7,0,1
PPS-DEV-084,v4,0,0
PPS-DEV-084,v5,0,1
PPS-DEV-084,v6,0,0
PPS-DEV-084,v7,0,1
PPS-DEV-085,v4,0,1
PPS-DEV-085,v5,0,0
PPS-DEV-085,v6,0,0
PPS-DEV-085,v7,0,0
PPS-DEV-086,v4,0,1
PPS-DEV-086,v5,0,1
PPS-DEV-086,v6,0,0
PPS-DEV-086,v7,0,0
PPS-DEV-087,v4,0,1
PPS-DEV-087,v5,0,1
PPS-DEV-087,v6,0,1
PPS-DEV-087,v7,0,1
PPS-DEV-088,v4,0,0
PPS-DEV-088,v5,0,1
PPS-DEV-088,v6,0,1
PPS-DEV-088,v7,0,1
PPS-DEV-089,v4,0,0
PPS-DEV-089,v5,0,1
PPS-DEV-089,v6,0,0
PPS-DEV-089,v7,0,0
PPS-DEV-090,v4,0,0
PPS-DEV-090,v5,0,1
PPS-DEV-090,v6,0,1
PPS-DEV-090,v7,0,1
PPS-DEV-091,v4,0,0
PPS-DEV-091,v5,0,1
PPS-DEV-091,v6,0,1
PPS-DEV-091,v7,0,1
PPS-DEV-092,v4,0,0
PPS-DEV-092,v5,0,1
PPS-DEV-092,v6,0,0
PPS-DEV-092,v7,0,0
PPS-DEV-093,v4,0,1
PPS-DEV-093,v5,0,1
PPS-DEV-093,v6,0,0
PPS-DEV-093,v7,0,0
PPS-DEV-094,v4,0,0
PPS-DEV-094,v5,0,0
PPS-DEV-094,v6,0,0
PPS-DEV-094,v7,0,0
PPS-DEV-095,v4,0,0
PPS-DEV-095,v5,0,1
PPS-DEV-095,v6,0,1
PPS-DEV-095,v7,0,1
PPS-DEV-096,v4,0,1
PPS-DEV-096,v5,0,1
PPS-DEV-096,v6,0,1
PPS-DEV-096,v7,0,1
PPS-DEV-097,v4,0,0
PPS-DEV-097,v5,0,1
PPS-DEV-097,v6,0,1
PPS-DEV-097,v7,0,1
PPS-DEV-098,v4,0,1
PPS-DEV-098,v5,0,1
PPS-DEV-098,v6,0,0
PPS-DEV-098,v7,0,0
PPS-DEV-099,v4,0,1
PPS-DEV-099,v5,0,1
PPS-DEV-099,v6,0,1
PPS-DEV-099,v7,0,1
PPS-DEV-100,v4,0,0
PPS-DEV-100,v5,0,1
PPS-DEV-100,v6,0,1
PPS-DEV-100,v7,0,1
PPS-DEV-101,v4,0,1
PPS-DEV-101,v5,0,1
PPS-DEV-101,v6,0,1
PPS-DEV-101,v7,0,1
PPS-DEV-102,v4,0,0
PPS-DEV-102,v5,0,1
PPS-DEV-102,v6,0,1
PPS-DEV-102,v7,0,1
PPS-DEV-103,v4,0,1
PPS-DEV-103,v5,0,1
PPS-DEV-103,v6,0,1
PPS-DEV-103,v7,0,1
PPS-DEV-104,v4,0,0
PPS-DEV-104,v5,0,1
PPS-DEV-104,v6,0,0
PPS-DEV-104,v7,0,0
PPS-DEV-105,v4,0,0
PPS-DEV-105,v5,0,1
PPS-DEV-105,v6,0,1
PPS-DEV-105,v7,0,1
PPS-DEV-106,v4,0,0
PPS-DEV-106,v5,0,1
PPS-DEV-106,v6,0,1
PPS-DEV-106,v7,0,1
PPS-DEV-107,v4,0,0
PPS-DEV-107,v5,0,1
PPS-DEV-107,v6,0,1
PPS-DEV-107,v7,0,1
PPS-DEV-108,v4,0,0
PPS-DEV-108,v5,0,1
PPS-DEV-108,v6,0,0
PPS-DEV-108,v7,0,0
PPS-DEV-109,v4,0,1
PPS-DEV-109,v5,0,1
PPS-DEV-109,v6,0,1
PPS-DEV-109,v7,0,1
PPS-DEV-110,v4,0,0
PPS-DEV-110,v5,0,1
PPS-DEV-110,v6,0,1
PPS-DEV-110,v7,0,1
PPS-DEV-111,v4,0,1
PPS-DEV-111,v5,0,1
PPS-DEV-111,v6,0,1
PPS-DEV-111,v7,0,1
PPS-DEV-112,v4,0,1
PPS-DEV-112,v5,0,1
PPS-DEV-112,v6,0,0
PPS-DEV-112,v7,0,0
PPS-DEV-113,v4,0,0
PPS-DEV-113,v5,0,1
PPS-DEV-113,v6,0,1
PPS-DEV-113,v7,0,1
PPS-DEV-114,v4,0,0
PPS-DEV-114,v5,0,1
PPS-DEV-114,v6,0,0
PPS-DEV-114,v7,0,0
PPS-DEV-115,v4,0,0
PPS-DEV-115,v5,0,1
PPS-DEV-115,v6,0,1
PPS-DEV-115,v7,0,1
PPS-DEV-116,v4,0,1
PPS-DEV-116,v5,0,1
PPS-DEV-116,v6,0,1
PPS-DEV-116,v7,0,0
PPS-DEV-117,v4,0,1
PPS-DEV-117,v5,0,0
PPS-DEV-117,v6,0,0
PPS-DEV-117,v7,0,0
PPS-DEV-118,v4,0,0
PPS-DEV-118,v5,0,0
PPS-DEV-118,v6,0,0
PPS-DEV-118,v7,0,0
PPS-DEV-119,v4,0,1
PPS-DEV-119,v5,0,1
PPS-DEV-119,v6,0,1
PPS-DEV-119,v7,0,1
PPS-DEV-120,v4,0,0
PPS-DEV-120,v5,0,0
PPS-DEV-120,v6,0,0
PPS-DEV-120,v7,0,0
PPS-DEV-121,v4,0,1
PPS-DEV-121,v5,0,1
PPS-DEV-121,v6,0,1
PPS-DEV-121,v7,0,1
PPS-DEV-122,v4,0,0
PPS-DEV-122,v5,0,1
PPS-DEV-122,v6,0,1
PPS-DEV-122,v7,0,1
PPS-DEV-123,v4,0,1
PPS-DEV-123,v5,0,1
PPS-DEV-123,v6,0,1
PPS-DEV-123,v7,0,1
PPS-DEV-124,v4,0,1
PPS-DEV-124,v5,0,1
PPS-DEV-124,v6,0,1
PPS-DEV-124,v7,0,0
PPS-DEV-125,v4,0,1
PPS-DEV-125,v5,0,1
PPS-DEV-125,v6,0,1
PPS-DEV-125,v7,0,1
PPS-DEV-126,v4,0,0
PPS-DEV-126,v5,0,1
PPS-DEV-126,v6,0,1
PPS-DEV-126,v7,0,1
PPS-DEV-127,v4,0,1
PPS-DEV-127,v5,0,1
PPS-DEV-127,v6,0,1
PPS-DEV-127,v7,0,1
PPS-DEV-128,v4,0,0
PPS-DEV-128,v5,0,1
PPS-DEV-128,v6,0,0
PPS-DEV-128,v7,0,0
PPS-DEV-129,v4,0,1
PPS-DEV-129,v5,0,1
PPS-DEV-129,v6,0,1
PPS-DEV-129,v7,0,1
PPS-DEV-130,v4,0,0
PPS-DEV-130,v5,0,1
PPS-DEV-130,v6,0,1
PPS-DEV-130,v7,0,1
PPS-DEV-131,v4,0,0
PPS-DEV-131,v5,0,0
PPS-DEV-131,v6,0,0
PPS-DEV-131,v7,0,0
PPS-DEV-132,v4,0,0
PPS-DEV-132,v5,0,1
PPS-DEV-132,v6,0,1
PPS-DEV-132,v7,0,1
PPS-DEV-133,v4,0,0
PPS-DEV-133,v5,0,0
PPS-DEV-133,v6,0,0
PPS-DEV-133,v7,0,0
PPS-DEV-134,v4,0,1
PPS-DEV-134,v5,0,1
PPS-DEV-134,v6,0,1
PPS-DEV-134,v7,0,1
PPS-DEV-135,v4,0,0
PPS-DEV-135,v5,0,1
PPS-DEV-135,v6,0,1
PPS-DEV-135,v7,0,1
PPS-DEV-136,v4,0,0
PPS-DEV-136,v5,0,1
PPS-DEV-136,v6,0,0
PPS-DEV-136,v7,0,0
PPS-DEV-137,v4,0,1
PPS-DEV-137,v5,0,1
PPS-DEV-137,v6,0,1
PPS-DEV-137,v7,0,1
PPS-DEV-138,v4,0,1
PPS-DEV-138,v5,0,1
PPS-DEV-138,v6,0,1
PPS-DEV-138,v7,0,1
PPS-DEV-139,v4,0,0
PPS-DEV-139,v5,0,1
PPS-DEV-139,v6,0,1
PPS-DEV-139,v7,0,1
PPS-DEV-140,v4,0,1
PPS-DEV-140,v5,0,1
PPS-DEV-140,v6,0,0
PPS-DEV-140,v7,0,0
PPS-DEV-141,v4,0,1
PPS-DEV-141,v5,0,1
PPS-DEV-141,v6,0,0
PPS-DEV-141,v7,0,0
PPS-DEV-142,v4,0,0
PPS-DEV-142,v5,0,0
PPS-DEV-142,v6,0,0
PPS-DEV-142,v7,0,0
PPS-DEV-143,v4,0,1
PPS-DEV-143,v5,0,1
PPS-DEV-143,v6,0,1
PPS-DEV-143,v7,0,1
PPS-DEV-144,v4,0,0
PPS-DEV-144,v5,0,1
PPS-DEV-144,v6,0,1
PPS-DEV-144,v7,0,1
PPS-DEV-145,v4,0,1
PPS-DEV-145,v5,0,1
PPS-DEV-145,v6,0,1
PPS-DEV-145,v7,0,1
PPS-DEV-146,v4,0,0
PPS-DEV-146,v5,0,1
PPS-DEV-146,v6,0,0
PPS-DEV-146,v7,0,1
PPS-DEV-147,v4,0,1
PPS-DEV-147,v5,0,1
PPS-DEV-147,v6,0,1
PPS-DEV-147,v7,0,1
PPS-DEV-148,v4,0,0
PPS-DEV-148,v5,0,0
PPS-DEV-148,v6,0,0
PPS-DEV-148,v7,0,0
PPS-DEV-149,v4,0,1
PPS-DEV-149,v5,0,1
PPS-DEV-149,v6,0,1
PPS-DEV-149,v7,0,1
PPS-DEV-150,v4,0,0
PPS-DEV-150,v5,0,0
PPS-DEV-150,v6,0,0
PPS-DEV-150,v7,0,0
PPS-DEV-151,v4,0,1
PPS-DEV-151,v5,0,1
PPS-DEV-151,v6,0,1
PPS-DEV-151,v7,0,1
PPS-DEV-152,v4,0,1
PPS-DEV-152,v5,0,1
PPS-DEV-152,v6,0,1
PPS-DEV-152,v7,0,0
PPS-DEV-153,v4,0,1
PPS-DEV-153,v5,0,1
PPS-DEV-153,v6,0,1
PPS-DEV-153,v7,0,1
PPS-DEV-154,v4,0,0
PPS-DEV-154,v5,0,1
PPS-DEV-154,v6,0,1
PPS-DEV-154,v7,0,1
PPS-DEV-155,v4,0,1
PPS-DEV-155,v5,0,1
PPS-DEV-155,v6,0,1
PPS-DEV-155,v7,0,1
PPS-DEV-156,v4,0,0
PPS-DEV-156,v5,0,1
PPS-DEV-156,v6,0,1
PPS-DEV-156,v7,0,1
PPS-DEV-157,v4,0,1
PPS-DEV-157,v5,0,1
PPS-DEV-157,v6,0,1
PPS-DEV-157,v7,0,1
PPS-DEV-158,v4,0,0
PPS-DEV-158,v5,0,1
PPS-DEV-158,v6,0,1
PPS-DEV-158,v7,0,1
PPS-DEV-159,v4,0,1
PPS-DEV-159,v5,0,1
PPS-DEV-159,v6,0,1
PPS-DEV-159,v7,0,1
PPS-DEV-160,v4,0,0
PPS-DEV-160,v5,0,1
PPS-DEV-160,v6,0,1
PPS-DEV-160,v7,0,1
PPS-DEV-161,v4,0,1
PPS-DEV-161,v5,0,1
PPS-DEV-161,v6,0,0
PPS-DEV-161,v7,0,0
PPS-DEV-162,v4,0,1
PPS-DEV-162,v5,0,1
PPS-DEV-162,v6,0,1
PPS-DEV-162,v7,0,1
PPS-DEV-163,v4,0,0
PPS-DEV-163,v5,0,1
PPS-DEV-163,v6,0,0
PPS-DEV-163,v7,0,1
PPS-DEV-164,v4,0,0
PPS-DEV-164,v5,0,1
PPS-DEV-164,v6,0,0
PPS-DEV-164,v7,0,0
PPS-DEV-165,v4,0,1
PPS-DEV-165,v5,0,1
PPS-DEV-165,v6,0,1
PPS-DEV-165,v7,0,1
PPS-DEV-166,v4,0,0
PPS-DEV-166,v5,0,1
PPS-DEV-166,v6,0,1
PPS-DEV-166,v7,0,1
PPS-DEV-167,v4,0,0
PPS-DEV-167,v5,0,1
PPS-DEV-167,v6,0,1
PPS-DEV-167,v7,0,1
PPS-DEV-168,v4,0,0
PPS-DEV-168,v5,0,1
PPS-DEV-168,v6,0,0
PPS-DEV-168,v7,0,0
PPS-DEV-169,v4,0,1
PPS-DEV-169,v5,0,1
PPS-DEV-169,v6,0,1
PPS-DEV-169,v7,0,1
PPS-DEV-170,v4,0,1
PPS-DEV-170,v5,0,1
PPS-DEV-170,v6,0,1
PPS-DEV-170,v7,0,1
PPS-DEV-171,v4,0,1
PPS-DEV-171,v5,0,1
PPS-DEV-171,v6,0,1
PPS-DEV-171,v7,0,1
PPS-DEV-172,v4,0,0
PPS-DEV-172,v5,0,1
PPS-DEV-172,v6,0,1
PPS-DEV-172,v7,0,0
PPS-DEV-173,v4,0,1
PPS-DEV-173,v5,0,1
PPS-DEV-173,v6,0,0
PPS-DEV-173,v7,0,0
PPS-DEV-174,v4,0,0
PPS-DEV-174,v5,0,1
PPS-DEV-174,v6,0,0
PPS-DEV-174,v7,0,0
PPS-DEV-175,v4,0,1
PPS-DEV-175,v5,0,1
PPS-DEV-175,v6,0,0
PPS-DEV-175,v7,0,0
PPS-DEV-176,v4,0,0
PPS-DEV-176,v5,0,1
PPS-DEV-176,v6,0,1
PPS-DEV-176,v7,0,1
PPS-DEV-177,v4,0,0
PPS-DEV-177,v5,0,1
PPS-DEV-177,v6,0,1
PPS-DEV-177,v7,0,1
PPS-DEV-178,v4,0,1
PPS-DEV-178,v5,0,1
PPS-DEV-178,v6,0,1
PPS-DEV-178,v7,0,1
PPS-DEV-179,v4,0,0
PPS-DEV-179,v5,0,0
PPS-DEV-179,v6,0,0
PPS-DEV-179,v7,0,0
PPS-DEV-180,v4,0,1
PPS-DEV-180,v5,0,0
PPS-DEV-180,v6,0,0
PPS-DEV-180,v7,0,0
PPS-DEV-181,v4,0,1
PPS-DEV-181,v5,0,1
PPS-DEV-181,v6,0,0
PPS-DEV-181,v7,0,1
PPS-DEV-182,v4,0,0
PPS-DEV-182,v5,0,0
PPS-DEV-182,v6,0,0
PPS-DEV-182,v7,0,0
PPS-DEV-183,v4,0,1
PPS-DEV-183,v5,0,1
PPS-DEV-183,v6,0,1
PPS-DEV-183,v7,0,1
PPS-DEV-184,v4,0,0
PPS-DEV-184,v5,0,1
PPS-DEV-184,v6,0,0
PPS-DEV-184,v7,0,0
PPS-DEV-185,v4,0,1
PPS-DEV-185,v5,0,1
PPS-DEV-185,v6,0,1
PPS-DEV-185,v7,0,1
PPS-DEV-186,v4,0,1
PPS-DEV-186,v5,0,1
PPS-DEV-186,v6,0,0
PPS-DEV-186,v7,0,0
PPS-DEV-187,v4,0,0
PPS-DEV-187,v5,0,1
PPS-DEV-187,v6,0,1
PPS-DEV-187,v7,0,1
PPS-DEV-188,v4,0,1
PPS-DEV-188,v5,0,1
PPS-DEV-188,v6,0,1
PPS-DEV-188,v7,0,1
PPS-DEV-189,v4,0,1
PPS-DEV-189,v5,0,1
PPS-DEV-189,v6,0,0
PPS-DEV-189,v7,0,1
PPS-DEV-190,v4,0,0
PPS-DEV-190,v5,0,1
PPS-DEV-190,v6,0,1
PPS-DEV-190,v7,0,1
PPS-DEV-191,v4,0,1
PPS-DEV-191,v5,0,1
PPS-DEV-191,v6,0,1
PPS-DEV-191,v7,0,1
PPS-DEV-192,v4,0,0
PPS-DEV-192,v5,0,1
PPS-DEV-192,v6,0,1
PPS-DEV-192,v7,0,1
PPS-DEV-193,v4,0,1
PPS-DEV-193,v5,0,0
PPS-DEV-193,v6,0,0
PPS-DEV-193,v7,0,0
PPS-DEV-194,v4,0,1
PPS-DEV-194,v5,0,1
PPS-DEV-194,v6,0,0
PPS-DEV-194,v7,0,1
PPS-DEV-195,v4,0,1
PPS-DEV-195,v5,0,1
PPS-DEV-195,v6,0,1
PPS-DEV-195,v7,0,1
PPS-DEV-196,v4,0,0
PPS-DEV-196,v5,0,0
PPS-DEV-196,v6,0,0
PPS-DEV-196,v7,0,0
PPS-DEV-197,v4,0,1
PPS-DEV-197,v5,0,1
PPS-DEV-197,v6,0,1
PPS-DEV-197,v7,0,1
PPS-DEV-198,v4,0,0
PPS-DEV-198,v5,0,1
PPS-DEV-198,v6,0,1
PPS-DEV-198,v7,0,1
PPS-DEV-199,v4,0,1
PPS-DEV-199,v5,0,1
PPS-DEV-199,v6,0,1
PPS-DEV-199,v7,0,1
PPS-DEV-200,v4,0,0
PPS-DEV-200,v5,0,1
PPS-DEV-200,v6,0,1
PPS-DEV-200,v7,0,1
