id,item,name,error,gold,prediction,gold_evidence,predicted_evidence
PPS-DEV-062,v3,실적제한 1배수 이상,FN,1,0,"2) 공고일 전일 기준 최근 5년 이내 국가,정부투자기관에서 시행한 단일 건 3억 원(VAT포함) 이상의 축제, 공연 등 문화행사 수행실적이 있어야 합니다.",
PPS-DEV-06,v4,"고시금액 이상 특정기관, 특정실적",FN,1,0,다. 최근 5년간 국가기관이 발주한 국제회의 개최 대행 용역의 이행실적이 4억원 이상인 업체,
PPS-DEV-25,v4,"고시금액 이상 특정기관, 특정실적",FP,0,1,,
PPS-DEV-053,v4,"고시금액 이상 특정기관, 특정실적",FN,1,0,④ 입찰공고일 기준 최근 3년 이내에 단일건으로 1억 원 이상 [수요기관(공공기관)]에서 발주한 유사사업 및 동등이상 관련 사업 등을 실적이 있는 업체(하도급 제외) ※ 실적증명이 가능하고 공고일 현재 용역이 완료된 것,
PPS-DEV-059,v4,"고시금액 이상 특정기관, 특정실적",FN,1,0,"◦ 공고일 기준 최근 3년 이내 공공기관(국가,지자체,공기업 포함) 통근버스 운행 실적이 2억원 이상 있는 업체만 참가 자격이 있습니다.",
PPS-DEV-066,v4,"고시금액 이상 특정기관, 특정실적",FP,0,1,,
PPS-DEV-071,v4,"고시금액 이상 특정기관, 특정실적",FP,0,1,,공고일 전일 기준 최근 10년 이내 국가 및 지자체 등 공공기관 또는 민간단체에서 발주하여 완료된 단일 행사 기준 5억원 이상 실적이 있는 업체이어야 합니다.
PPS-DEV-125,v4,"고시금액 이상 특정기관, 특정실적",FP,0,1,,유사 용역 최근 3년간의 수행 실적 합산 금액 ※ 유사실적인정 : 국가연구개발사업 기획 | 100% 이상 | 10
PPS-DEV-07,v5,고시금액 이상 지역제한,FN,1,0,마. 본사(주된 영업소)의 소재지가 서울특별시에 있는 업체,
PPS-DEV-12,v5,고시금액 이상 지역제한,FP,0,1,,
PPS-DEV-23,v5,고시금액 이상 지역제한,FP,0,1,,
PPS-DEV-045,v5,고시금액 이상 지역제한,FN,1,0,,
PPS-DEV-046,v5,고시금액 이상 지역제한,FN,1,0,,
PPS-DEV-049,v5,고시금액 이상 지역제한,FN,1,0,,
PPS-DEV-050,v5,고시금액 이상 지역제한,FP,0,1,,공고일 전 일부터 입찰일까지(낙찰자는 계약체결일까지) 전라남도 또는 경상남도에 주된 영업소를 둔 업체
PPS-DEV-061,v5,고시금액 이상 지역제한,FP,0,1,,
PPS-DEV-067,v5,고시금액 이상 지역제한,FP,0,1,,"입찰공고일 전일부터(법인인 경우 법인 등기일, 개인사업자인 경우 사업자등록일 기준, 공고 후 신규사업자는 공고일 이후 포함) 입찰일(계약상대자는 계약체결일)까지 주된 영업소가 서울특별시에 소재한 업체"
PPS-DEV-07,v6,"고시금액 미만 지역제한 시,군,구",FP,0,1,,
PPS-DEV-08,v6,"고시금액 미만 지역제한 시,군,구",FN,1,0,라. 입찰공고일 전일부터 계약체결일까지 주된 영업소가 서울특별시 [지역:r1|단위=기초|광역=서울특별시] 내에 소재하고 있는 업체이어야 합니다.,
PPS-DEV-09,v6,"고시금액 미만 지역제한 시,군,구",FP,0,1,,"주된 영업소(본사 소재지를 말함)가 입찰공고일 현재 광주광역시, 전라남도의 관할구역 안에 있어야 합니다."
PPS-DEV-039,v6,"고시금액 미만 지역제한 시,군,구",FP,0,1,,⑤ 입찰공고일 전날부터 입찰일까지(낙찰자는 계약체결일까지) 주된 영업소의 소재지[법원등기부 상 본점소재지(개인사업자인 경우 사업자등록증 또는 관련 법령에 따른 허가·인가·면허·등록·신고 등에 관련서류에 기재된 사업장의 소재지)]가 경기도 또는 서울특별시인 업체
PPS-DEV-048,v6,"고시금액 미만 지역제한 시,군,구",FP,0,1,,다. 공고일 기준 부가가치세법에 따른 이벤트행사대행업으로 당해 사업에 관한 사업자등록증을 갖춘 경북에 소재한 실적이 우수한 업체.
PPS-DEV-061,v6,"고시금액 미만 지역제한 시,군,구",FN,1,0,,
PPS-DEV-070,v6,"고시금액 미만 지역제한 시,군,구",FN,1,0,,
PPS-DEV-077,v6,"고시금액 미만 지역제한 시,군,구",FP,0,1,,낙찰자는 계약체결일까지 주된 영업소의 소재지를 강원특별자치도 내에 둔 사업자로 제한하며
PPS-DEV-079,v6,"고시금액 미만 지역제한 시,군,구",FP,0,1,,
PPS-DEV-084,v6,"고시금액 미만 지역제한 시,군,구",FP,0,1,,바. 서울 또는 경기도에 소재한 사업자 또는 지점사업자
PPS-DEV-119,v6,"고시금액 미만 지역제한 시,군,구",FP,0,1,,
PPS-DEV-128,v6,"고시금액 미만 지역제한 시,군,구",FP,0,1,,충청북도 내 지역제한 물품 입찰입니다.
PPS-DEV-191,v6,"고시금액 미만 지역제한 시,군,구",FP,0,1,,
PPS-DEV-09,v7,고시금액 미만 지역제한 인접 확대,FN,1,0,"마. 주된 영업소(본사 소재지를 말함)가 입찰공고일 현재 광주광역시, 전라남도의 관할구역 안에 있어야 합니다.",
PPS-DEV-10,v7,고시금액 미만 지역제한 인접 확대,FN,1,0,③ 입찰공고일 전일부터 입찰일(낙찰자는 계약체결일)까지 법인등기부상 본점 소재지(개인사업자인 경우에는 사업자등록증 또는 관련 법령에 따른 허가·인가·면허·등록·신고 등에 관련된 서류에 기재된 사업장의 소재지)를 계속하여 전북특별자치도 또는 충청남도 또는 충청북도에 둔 업체여야 합니다.,
PPS-DEV-039,v7,고시금액 미만 지역제한 인접 확대,FN,1,0,⑤ 입찰공고일 전날부터 입찰일까지(낙찰자는 계약체결일까지) 주된 영업소의 소재지[법원등기부 상 본점소재지(개인사업자인 경우 사업자등록증 또는 관련 법령에 따른 허가·인가·면허·등록·신고 등에 관련서류에 기재된 사업장의 소재지)]가 경기도 또는 서울특별시인 업체,
PPS-DEV-048,v7,고시금액 미만 지역제한 인접 확대,FP,0,1,,다. 공고일 기준 부가가치세법에 따른 이벤트행사대행업으로 당해 사업에 관한 사업자등록증을 갖춘 경북에 소재한 실적이 우수한 업체.
PPS-DEV-054,v7,고시금액 미만 지역제한 인접 확대,FN,1,0,"가. 입찰공고일 현재「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」제13조 및 같은 법 시행규칙 제14조에 따라 입찰의 참가자격을 갖춘 자로, 입찰공고일 전일부터 계약체결일까지 주된 영업소의 소재지를 경상남도, 부산광역시 내에 둔 사업자로 제한하며, 동법 시행령 제92조(부정당업자의 입찰참가자격 제한) 및 동법 시행규칙 제76조에 해당되지 않은 업체",
PPS-DEV-061,v7,고시금액 미만 지역제한 인접 확대,FP,0,1,,
PPS-DEV-063,v7,고시금액 미만 지역제한 인접 확대,FN,1,0,마. 입찰공고일 전일부터 입찰일(낙찰자는 계약체결일)까지 주된 영업소(지점 및 대리점 포함)“대구광역시”또는“경상북도”에 둔 업체,
PPS-DEV-066,v7,고시금액 미만 지역제한 인접 확대,FP,0,1,,"제한입찰(지역제한: 여주, 양평)"
PPS-DEV-072,v7,고시금액 미만 지역제한 인접 확대,FN,1,0,2) 입찰공고일 전일부터 계약체결일까지 법인등기부상 본점 소재지(개인사업자인 경우 사업장등록증 또는 관련 법령에 따른 허가·면허·등록·신고에 관련된 서류에 기재된 사업장의 소재지)를 계속 경기도 [지역:r1|단위=기초|광역=경기도] 또는 제주도에 둔 업체,
PPS-DEV-11,v8,중복제한 (실적+지역),FN,1,0,최근 3년 이내에 단일 계약금액 5천만원 이상의 컨퍼런스·포럼 등 행사 운영 용역을 수행한 실적을 보유한 업체,
PPS-DEV-049,v8,중복제한 (실적+지역),FP,0,1,,체육교육학 전공이 있는 [기관(대학)]만 입찰 참여 가능합니다.
PPS-DEV-050,v8,중복제한 (실적+지역),FP,0,1,,공고일 전 일부터 입찰일까지(낙찰자는 계약체결일까지) 전라남도 또는 경상남도에 주된 영업소를 둔 업체
PPS-DEV-051,v8,중복제한 (실적+지역),FP,0,1,,③ 최근 5년 이내 이동형X선 투시장치(C-ARM) 장비 3억원 이상 대학병원에 납품한 실적이 있는 업체
PPS-DEV-054,v8,중복제한 (실적+지역),FN,1,0,,
PPS-DEV-057,v8,중복제한 (실적+지역),FP,0,1,,
PPS-DEV-059,v8,중복제한 (실적+지역),FP,0,1,,
PPS-DEV-061,v8,중복제한 (실적+지역),FP,0,1,,
PPS-DEV-062,v8,중복제한 (실적+지역),FP,0,1,,"2) 공고일 전일 기준 최근 5년 이내 국가,정부투자기관에서 시행한 단일 건 3억 원(VAT포함) 이상의 축제, 공연 등 문화행사 수행실적이 있어야 합니다."
PPS-DEV-076,v8,중복제한 (실적+지역),FP,0,1,,
PPS-DEV-101,v8,중복제한 (실적+지역),FP,0,1,,
PPS-DEV-037,v9,과업지시서 특정 모델명 명시,FP,0,1,,"3.2.1. 공급업체는 당해 물품 제조사의 물품공급 및 기술지원(A/S) 확약서를 전자입찰서 제출 마감일 전일까지 보유하여야 하며, 낙찰통보 이전에 반드시 제출하여야 합니다.(미제출시 낙찰대상자 제외)"
PPS-DEV-051,v9,과업지시서 특정 모델명 명시,FN,1,0,,
PPS-DEV-086,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-088,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-096,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-098,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-101,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-104,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-110,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-128,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-130,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-133,v9,과업지시서 특정 모델명 명시,FP,0,1,,※ 본 규격은 사용 중인 RHEL 사용 권한 및 기술지원에 대한 연간 갱신을 위한 규격으로 업무연속성 및 호환성 확보를 위해 기존과 동일한 제조사의 단일 규격으로 지정
PPS-DEV-148,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-152,v9,과업지시서 특정 모델명 명시,FP,0,1,,"본 입찰 대상 물품은 특정물품 선정심사위원회에서 선정된 제품으로 BRISTOL COMPRESSORS 원제조자인 KULTHORN KIRBY社에서 발행하는 제조자증명서 또는 원제조자와 공급자 간의 판매대리점 계약서 또는 판매대리점이 발행하는 공급자증명서(판매대리점에서 발행하는 경우 원제조사와 공급자 간의 판매대리점 계약서 포함 제출)를 입찰마감일 전일까지 원본 1부(외국어 명기시 한글 번역본 1부)를 제출하여야 하며, 사본 제출시에는 “원본과 같음”을 명기하고 입찰참가신청서에 사용한 인장을 날인하여 제출하여야 하며, 제출한 서류가 원제조사(판매대리점)의 확인이 되지 않을 경우 무효처리 합니다."
PPS-DEV-156,v9,과업지시서 특정 모델명 명시,FP,0,1,,"펙사론 | 농협케미컬 | 클로란트라닐리프롤 5.4 + 트리플루메조피림 6.3 | 500ml | EA | 280 | 85,000 |"
PPS-DEV-160,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-162,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-176,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-180,v9,과업지시서 특정 모델명 명시,FP,0,1,,5. 장비의 원활한 서비스를 위해 계약 시 대리점 계약서 또는 대리점으로부터의 정품공급 및 기술지원 확약서를 첨부하여야 한다.
PPS-DEV-196,v9,과업지시서 특정 모델명 명시,FP,0,1,,
PPS-DEV-01,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-06,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-11,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-15,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-23,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-036,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-049,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-061,v10,중기간 경쟁제품 입찰 직생 없음,FN,1,0,,
PPS-DEV-062,v10,중기간 경쟁제품 입찰 직생 없음,FN,1,0,,
PPS-DEV-064,v10,중기간 경쟁제품 입찰 직생 없음,FN,1,0,,
PPS-DEV-068,v10,중기간 경쟁제품 입찰 직생 없음,FN,1,0,,
PPS-DEV-069,v10,중기간 경쟁제품 입찰 직생 없음,FN,1,0,,
PPS-DEV-079,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-086,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-093,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-110,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-144,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-147,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-148,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-169,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-177,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-199,v10,중기간 경쟁제품 입찰 직생 없음,FP,0,1,,
PPS-DEV-01,v11,중기간 경쟁제품 입찰 중소 없음,FP,0,1,,
PPS-DEV-06,v11,중기간 경쟁제품 입찰 중소 없음,FP,0,1,,
PPS-DEV-11,v11,중기간 경쟁제품 입찰 중소 없음,FP,0,1,,
PPS-DEV-14,v11,중기간 경쟁제품 입찰 중소 없음,FN,1,0,,
PPS-DEV-036,v11,중기간 경쟁제품 입찰 중소 없음,FP,0,1,,
PPS-DEV-049,v11,중기간 경쟁제품 입찰 중소 없음,FP,0,1,,
PPS-DEV-060,v11,중기간 경쟁제품 입찰 중소 없음,FN,1,0,,
PPS-DEV-061,v11,중기간 경쟁제품 입찰 중소 없음,FN,1,0,,
PPS-DEV-062,v11,중기간 경쟁제품 입찰 중소 없음,FN,1,0,,
PPS-DEV-063,v11,중기간 경쟁제품 입찰 중소 없음,FN,1,0,,
PPS-DEV-064,v11,중기간 경쟁제품 입찰 중소 없음,FN,1,0,,
PPS-DEV-079,v11,중기간 경쟁제품 입찰 중소 없음,FP,0,1,,
PPS-DEV-144,v11,중기간 경쟁제품 입찰 중소 없음,FP,0,1,,
PPS-DEV-199,v11,중기간 경쟁제품 입찰 중소 없음,FP,0,1,,
PPS-DEV-15,v12,일반제품 직생 제한,FN,1,0,"마. 본 입찰 대상 물품(과일류, 세부품명번호 5030990101)에 대한 직접생산확인증명서를 보유한 자이어야 합니다.",
PPS-DEV-049,v12,일반제품 직생 제한,FN,1,0,,
PPS-DEV-053,v12,일반제품 직생 제한,FN,1,0,,
PPS-DEV-054,v12,일반제품 직생 제한,FN,1,0,,
PPS-DEV-056,v12,일반제품 직생 제한,FN,1,0,,
PPS-DEV-057,v12,일반제품 직생 제한,FN,1,0,,
PPS-DEV-16,v13,"중기간 경쟁제품 소기업, 소상공인 제한",FN,1,0,"『중소기업제품 구매촉진 및 판로지원에 관한 법률』 제2조에 따른 소기업자로서 중소기업 범위 및 확인에 관한 규정에 따라 발급된 소기업, 소상공인확인서를 소지한 업체이어야 합니다(『소기업·소상공인 확인서』는 중소기업공공구매 종합정보망에서 확인하며, 확인이 되지 않을 경우 입찰 참가 자격이 없습니다.)",
PPS-DEV-069,v13,"중기간 경쟁제품 소기업, 소상공인 제한",FN,1,0,,
PPS-DEV-074,v13,"중기간 경쟁제품 소기업, 소상공인 제한",FN,1,0,,
PPS-DEV-076,v13,"중기간 경쟁제품 소기업, 소상공인 제한",FN,1,0,,
PPS-DEV-077,v13,"중기간 경쟁제품 소기업, 소상공인 제한",FN,1,0,,
PPS-DEV-078,v13,"중기간 경쟁제품 소기업, 소상공인 제한",FN,1,0,,
PPS-DEV-03,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-06,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-22,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-23,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,"본 입찰은 중기간경쟁제품인 드론을 요구하지만, 수요기관의 특별한 사정으로 인하여 사업에서 요구되는 규격이 특정한 기술을 필요로 하므로 ｢중소기업제품 구매촉진 및 판로지원에 관한 법률 시행령｣ 제7조제1항제4호 규정을 적용하여 직접생산확인품목에서 제외하고 일반물품으로 입찰공고합니다."
PPS-DEV-040,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-045,v14,고시금액 이상 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-047,v14,고시금액 이상 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-048,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,라. 제안신청은 컨소시엄 공동제안이 아닌 단독으로 신청한 사업자
PPS-DEV-051,v14,고시금액 이상 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-054,v14,고시금액 이상 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-060,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-061,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-065,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,제안사 단독 입찰만 가능(공동수급 불허)
PPS-DEV-067,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-086,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-125,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-140,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,공동수급 : 불허
PPS-DEV-143,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,"2) 공동수급체의 구성은 대표자를 포함하여 2개 업체(대표자 및 구성원 간 면허, 업종 보완 가능)로 하며, 공동수급체를 중복하여 결성할 수 없음"
PPS-DEV-165,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-184,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,「중소기업제품 구매촉진 및 판로지원에 관한 법률」제8조의2에 해당하는 자는 입찰 참여 불가함
PPS-DEV-189,v14,고시금액 이상 일반물품 중소기업 제한,FP,0,1,,본 사업은 하도급을 불허합니다 .
PPS-DEV-18,v15,1억 이상- 고시금액미만 소기업 제한,FN,1,0,"소기업·소상공인 확인서는 입찰서 제출마감일 전일까지 발급된 것으로 유효기간 내에 있어야 하며, 중소기업제품 공공구매 종합정보망(http://www.smpp.go.kr)에서 확인이 안될 경우 입찰참가자격이 없습니다.",
PPS-DEV-19,v15,1억 이상- 고시금액미만 소기업 제한,FN,1,0,‘소기업·소상공인확인서’는 중소기업제품 공공구매 종합정보망(http://www.smpp.go.kr)에서 확인(전자입찰서 제출 마감일 전일까지 발급된 것으로 유효기간 내에 있는 것이 있어야하며 계약체결일까지 유지하여야 함)이 안 될 경우 입찰참가자격이 없습니다.,
PPS-DEV-036,v15,1억 이상- 고시금액미만 소기업 제한,FN,1,0,,
PPS-DEV-052,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-055,v15,1억 이상- 고시금액미만 소기업 제한,FN,1,0,,
PPS-DEV-071,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-080,v15,1억 이상- 고시금액미만 소기업 제한,FN,1,0,,
PPS-DEV-096,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-124,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,소기업 또는 소상공인·벤처기업·창업자 제한경쟁
PPS-DEV-133,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-137,v15,1억 이상- 고시금액미만 소기업 제한,FP,0,1,,
PPS-DEV-08,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-20,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FN,1,0,,
PPS-DEV-037,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FN,1,0,,
PPS-DEV-052,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-065,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FN,1,0,,
PPS-DEV-066,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FN,1,0,,
PPS-DEV-067,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FN,1,0,,
PPS-DEV-071,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-079,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-084,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-094,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-099,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-124,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-133,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-137,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-140,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-147,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-153,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-157,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-161,v16,1억 이상- 고시금액미만 중소기업 제한 없음,FP,0,1,,
PPS-DEV-09,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,「중소기업기본법」제2조에 따른 중기업 또는 소기업이거나 「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서 「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 중․소기업․소상공인 확인서(중소기업확인서)를 소지한 업체이어야 합니다.
PPS-DEV-21,v17,1억원 미만 일반물품 중소기업 제한,FN,1,0,다. 「중소기업기본법」제2조에 따른 중소기업 또는 「소상공인 보호 및 지원에 관한 법률」제2조에,
PPS-DEV-22,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-23,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,"본 입찰은 중기간경쟁제품인 드론을 요구하지만, 수요기관의 특별한 사정으로 인하여 사업에서 요구되는 규격이 특정한 기술을 필요로 하므로 ｢중소기업제품 구매촉진 및 판로지원에 관한 법률 시행령｣ 제7조제1항제4호 규정을 적용하여 직접생산확인품목에서 제외하고 일반물품으로 입찰공고합니다."
PPS-DEV-033,v17,1억원 미만 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-042,v17,1억원 미만 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-049,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,"다. 「중소기업기본법」 제2조에 따른 중기업, 소기업 또는 「소상공인 보호 및 지원에 관한 법률」 제2호에 따른 소상공인으로서, 「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 중기업, 소기업, 소상공인 확인서를 소지한자 이어야 합니다."
PPS-DEV-050,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,「중소기업기본법」제2조에 따른 중소기업자 및 「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서「중·소기업·소상공인 및 장애인기업 확인요령」에 따라 발급된 중·소기업·소상공인 확인서를 소지한 업체
PPS-DEV-051,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-053,v17,1억원 미만 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-058,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-061,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-073,v17,1억원 미만 일반물품 중소기업 제한,FN,1,0,,
PPS-DEV-113,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-134,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-140,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-144,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,
PPS-DEV-145,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,제한경쟁(중소기업자)
PPS-DEV-157,v17,1억원 미만 일반물품 중소기업 제한,FP,0,1,,"입찰참가자격: 「국가를 당사자로 하는 계약에 관한 법률 시행령」 제12조 및 동법 시행규칙 제14조의 자격요건을 갖춘 자, 동법 시행령 제76조에 해당되지 않는 자"
PPS-DEV-03,v18,1억원 미만 일반물품 소기업 제한 없음,FP,0,1,,
PPS-DEV-04,v18,1억원 미만 일반물품 소기업 제한 없음,FP,0,1,,
PPS-DEV-07,v18,1억원 미만 일반물품 소기업 제한 없음,FP,0,1,,
PPS-DEV-09,v18,1억원 미만 일반물품 소기업 제한 없음,FP,0,1,,
PPS-DEV-10,v18,1억원 미만 일반물품 소기업 제한 없음,FP,0,1,,
